collection||Sahih Muslim
hadith|21b|Bize Ahmed b. Abde ed-Dabbi tahdis etti. Bize Abdulaziz -yani ed-Deraverdi- el-Ala'dan haber verdi. (H) Bize Umeyye b. Bistam da -ki lafız onundur- tahdis etti. Bize Yezid b. Zurey" tahdis etti. Bize Ravh b. el-Ala b. Abdurrahman b. Yakub babasından tahdis etti. O Ebu Hureyre'den, o Rasulullah (Sallallahu aleyhi ve Sellem)'den şöyle buyurduğunu nakletti: ''Allah'tan başka hiçbir ilah olmadığına şahadet edinceye ve bana ve benim getirdiklerime iman edinceye kadar insanlarla savaşmakla emrolundum. Bunu yerine getirecek olurlarsa kanlarını ve mallarını -onun hakkıyla olması dışında- bana karşı korumuş olurlar. Hesaplarını görmek ise Allah'a aittir. " Bunu yalnız Müslim rivayet etmiştir; Tuhfetu'l-Eşraf, 14016 AHMED. D
hadith|21c|Bize Ebu Bekr b. Ebi Şeybe de tahdis etti, bize Hafs b. Ğıyas, A'meş'ten tahdis etti. O Ebu Süfyan'dan, o Cabir'den; yine (A'meş) Ebu Salih'ten, o Ebu Hureyre'den her ikisinin (Cabir ve Ebu Hureyre'nin) şöyle dediklerini nakletti: Rasulullah (Sallallahu aleyhi ve Sellem) şöyle buyurdu: "İnsanlarla..... savaşmakla emrolundum" deyip, İbnu'l-Müseyyeb'in Ebu Hureyre'den diye naklettiği hadisin aynısını zikretti. Diğer tahric:Nesai, 3987; İbn Mace, 3927; Tuhfetu'l-Eşraf, 2298, 12367 m=mutabi [:-127 m-:] Bize Ebu Bekr b. Ebi Şeybe tahdis etti, bize Vekl' tahdis etti (H) Bana Muhammed b. el-Müsenna da tahdis etti. Bize Abdurrahman -yani b. Mehdi- tahdis etti. (1/52b) Her ikisi (Vekı' ile) birlikte dedi ki: Bize Süfyan, Ebu'z-Zubeyr'den tahdis etti. O Cabir'den şöyle dediğini nakletti: Rasulullah (Sallallahu aleyhi ve Sellem) şöyle buyurdu: "İnsanlarla la ilahe illallah deyinceye kadar savaşmakla emrolundum. La ilahe illallah dedikleri takdirde -hakkıyla olması dışında- kanlarını ve mallarını bana karşı korumuş olurlar. Hesaplarını görmek Allah'a aittir." Sonra: "Artık sen hatırlat, sen ancak bir hatırlatıcısın. Üzerlerine musallat olan bir zorba değilsin. " (Ğaşiye, 21-22) buyruklarını okudu. Diğer tahric: Tirmizi, 3341; Tuhfetu'l-Eşraf
hadith|22|(Bize Ebû Gassân el-Mismaî Mâlik b. Abdilvâhid rivâyet etti. ki): Bize Abdühnelik b. Es-Sabbâh, Şu'be'den, oda Vâkid b. Muhammed b. Zeyd b. Abdullah b. Ömer'den, o da babasından, o da Abdullah b. Ömer'den naklen rivâyet etti. Abdullah b. Ömer Şöyle dedi: (sallallahü aleyhi ve sellem) «Allah'dan başka ilâh olmadığına, Muhammed'in Resûlüllah olduğuna şehâdet, namazı ikaame ve zekâtı edâ edinceye kadar insanlarla cenk etmeye me'mur oldum. Bunları yaptılar mı canlarını ve mallarını benden korumuş olurlar. Ancak İslâmm haklarından bir hak karşılığı olursa o başka! (Batınî) hesapları da Allah'a kalmıştır.» «El-Evsat» nâm eserinde Hazret-i Enes (radıyallahü anh)'dan rivâyet ettiği bir hadîse göre bu rivâyetlerde istisna edilen İslâm haklarından muradın neler olduğu Resûlüllah (sallallahü aleyhi ve sellem)'e sorulmuş. Cevaben: «Evlendikten sonra zina, müslüman olduktan sonra irtidâd, bir de insan öldürmektir. Bunlara mukabil öldürülebilir» diyerek izah buyurmuşlardır
hadith|23a|
hadith|23b|(Bize Ebû Bekir b. Ebî Şeybe rivâyet etti. ki): Bize Ebû Hâlid el-Ahmer rivâyet eyledi. H. hadîsi bana Züheyr b. Harb dahi rivâyet etti. ki): Bize Yezîd b. Harun rivâyet etti. Zübeyr ile Yezid'in her ikisinin Ebû Mâlik'den, onunda babasından naklen rivâyetine göre Ebû Mâlik'in babası Peygamber (sallallahü aleyhi ve sellem)'i: «Her kim Allah'ı tevhid ederse...» buyururken îşitmiştîr. Sonra Ebû Mâlik (yukariki) hadîsin benzerini zikretmiş
chapter||Evidence that the islam of one who becomes muslim on his deathbed is valid, so long as the death thoes have not begun; Abrogation of permission to supplicate for forgiveness for the idolators; Evidence that one who dies an idolator is one of the people of hell and no intervention can save him from that
hadith|24a|
hadith|24b|Bize İshak b. İbrahim ve Abd b. Humeyd tahdis edip dediler ki: Bize Abdurrezzak tahdis etti. Bize Ma'mer haber verdi. (H) Bize Hasan el-Hulvani ve Abd b. Humeyd de tahdis edip dediler ki: Bize Yakub -b. İbrahim b. Sa'd- tahdis etti. Bana babam Salih'ten tahdis etti. Her ikisi (Salih ve Ma'mer) ez-Zühri'den bu isnatla hadisi nakletti. Ancak Salih'in hadisi "hakkında Aziz ve celil Allah buyruk indirdi" sözleri ile sona erdi ve iki ayeti zikretmedi. Hadisinde de: Her ikisi bu sözleri ona tekrar edip durdu, dedi. Ma'mer de hadisi rivayetinde bu ibare yerine: Sonuna kadar onun yakasını bırakmadılar, dedi. 131 numaralı hadisin Tahric bilgisi ile aynı
hadith|25a|
hadith|25b|Bize Muhammed b. Hatim b. Meymun da tahdis etti (Dedi ki): Bize Yahya b. Said rivayet etti. (Dedi ki): Bize Yezid b. Keysan, Ebu Hazini el-Eşcai'den, o da Ebu Hüreyre'den naklen rivayet etti. Ebu Hureyre dedi ki: Rasulullah (Sallallahu aleyhi ve Sellem) amcasına: "La ilahe illallah de senin lehine onunla kıyamet gününde şahitlik edeyim" buyurdu . " Amcası: Şayet Kureyş beni ayıplayarak ölüm halinin zorlukları onu bu sözü söylemeye itti diyerek beni ayıplamayacak olsalardı o sözle senin gözlerinin aydınlanmasını sağlardım, dedi. Bunun üzerine yüce Allah: "Şüphesiz ki sen sevdiğini hidayete erdiremezsin ama Allah dilediğine hidayet verir." (Kasas, 56) buyruğunu indirdi. Diğer tahric: Tirmizi, 3188; Tuhfetu'l-Eşraf
chapter||The evidence that one who dies believing in tawhid will definitely enter paradise
hadith|26a|
hadith|26b|Bana Muhammed b. Ebu Bekr el-Mukaddemi de tahdis etti. Bize Bişr b. el-Mufaddal tahdis etti. Bize Halid el-Hazza, Velid b. Bişr'den şöyle dediğini tahdis etti: Humran'ı şöyle derken dinledim: Osman'ı şöyle derken dinledim: Rastılullah (Sallallahu aleyhi ve Sellem)'i şöyle buyururken dinledim deyip, hadisi aynen nakletti. Yalnız Müslim rivayet etmiştir; Tuhfetu'l-Eşraf, 9798 AHMED D. AÇIKLAMASI İÇİN bBURAYA TIKLAYIN
hadith|27a|
hadith|27b|Bize Sehl b. Osman ve Ebu Kureyb Muhammed b. el-Ala tahdis etti ... A'meş, Ebu Salih'ten, o Ebu Hureyre'den yahut Ebu Said'den -şüphe eden A'meş'tir- şöyle dediğini nakletti: Tebuk gazvesinde insanlar açIıkla karşı karşıya kaldılar. Ey Allah'ın Rasu!ü bize izin versen de su taşıyan develerimizi kessek, onları yesek ve yağlarını kullansak, dediler. Rasulullah (Sallallahu aleyhi ve Sellem): "Yapabilirsiniz" buyurdu. Derken Ömer geldi ve: Ey Allah'ın Rasulü, eğer böyle yaparsan yük taşıyan hayvanlarımız azalır. Bunun yerine artan azıklarını getirmelerini iste. Sonra onlar için o azıkları üzerine bereketlenmeleri için yüce Allah'a dua et. Olur ki yüce Allah bunu halk eder (yaratır), dedi. Rasulullah (Sallallahu aleyhi ve Sellem): "Peki" buyurdu. Sonra Allah Rasulü deriden bir yaygı getirilmesini istedi, onu yaydı, sonra artan azıklarını getirmelerini istedi. (Ravi ) dedi ki: Kimisi bir avuç mısır, kimisi bir avuç kuru hurma, bir diğeri bir parça ekmek getirip geliyordu. Nihayet o deri yaygı üzerinde az miktarda bir şeyler toplandı. Rasulullah (Sallallahu aleyhi ve Sellem) üzerine bereketlenmesi için dua etti. Sonra da onlara: "Kaplarmıza doldurunuz" buyurdu. Onlar da kaplarına yiyecek doldurdular. Öyle ki karargahta doldurmadıkları hiçbir kap bırakmadılar. (Ravi sahabi) dedi ki: Doyuncaya kadar yediler ve bir miktar da arttı. Bunun üzerine Rasulullah (Sallallahu aleyhi ve Sellem) şöyle buyurdu: ''Allah'tan başka hiçbir ilah olmadığına ve benim Allah'ın Rasulü olduğuma şahit!ik ederim. Bir kul bunlarda şüphe etmeyerek bunlarla Allah'ın huzuruna çıkacak olursa asla cennete girmekten alıkonulmaz. " Yalnız Müslim rivayet etmiştir; Tuhfetu'l-Eşraf, 4010, 12535 AHMED D
hadith|28a|
hadith|28b|Bana Ahmed b. İbrahim ed-Devraki de tahdis etti. Bize Mubeşşir b. İsmail, el-Evzai'den tahdis etti. O Umeyr b. Hani'den bu senetle aynısını nakletti. Ancak o rivayetinde: "Ameli ne olursa olsun Allah onu cennete koyar" demiş ve "cennetin sekiz kapısından dilediği kapıdan" ibaresini zikretmemiştir. Diğer tahric: Buhari, 3435; Tuhfetu'l-Eşraf, 5075 AHMED D
hadith|29|Bize Kuteybe b. Said de tahdis etti. (Dedi ki:) Bize Leys, İbni Aclan'dan,o da Muhammed b. Yahya b. Habban'dan, o da İbni Muhayriz'den, o es-Sunabihı'den, o Ubade b. es-Samit (r.a.)'dan naklen (Sunabihı) dedi ki: Ölüm halinde iken yanına girdim, ağladım.(İbn Adan:) Yavaş ol niye ağlıyorsun? Allah'a yemin ederim ki eğer benim şahitliğim istenirse lehine şahitlik ederim. Eğer şefaatime izin verilirse yemin ederim senin için şefaat ederim. Andolsun gücüm yeterse mutlaka sana faydalı olurum, dedi sonra şunları ekledi: Allah'a yemin ederim ki Resulullah (Sallallahu aleyhi ve Sellem)'den dinleyip de kendisinde sizin için bir hayır bulunan her bir hadisi mutlaka size nakletmişimdir. Bir tek hadis müstesna, onu da bugün size ölüm etrafımı sarmışken rivayet edeceğim. Resulullah (Sallallahu aleyhi ve Sellem)'i şöyle buyururken dinledim: ''Allah'tan başka hiçbir ilah olmadığına, Muhammed'in Allah'ın Rasu/ü olduğuna şahadet eden kimseye Allah cehennem ateşini haram eder. " Diğer tahric: Tirmizi, 2638; Tuhfetu'I-Eşraf
hadith|30a|
hadith|30b|Bize Ebu Bekr b. Ebi Şeybe tahdis etti (Dedi ki): Bize Ebu'l-Ahvas Sellam b. Süleym, Ebu İshak'dan, o da Amr b. Meymun'dan, o Muaz b. Cebel'den şöyle dediğini nakletti: Resulullah (Sallallahu aleyhi ve Sellem)'in terkisinde Ufeyr adındaki bir eşeğinin üzerine binmiştim. Allah Resulü: "Ey Muaz, Allah'ın kulları üzerindeki hakkı nedir? Kulların Allah üzerindeki hakkı nedir bilir misin?" buyurdu. Ben: Allah ve Resulü en iyi bilir dedim. O şöyle buyurdu: "Şüphesiz Allah'ın kulları üzerindeki hakkı Allah'a ibadet etmeleri, ona hiçbir şeyi ortak koşmamalarıdır. Kulların aziz ve celil olan Allah üzerindeki hakkı ise kendisine hiçbir şeyi ortak koşmayan kimselere azap etmemesidir. " (Muaz) dedi ki: Ey Allah'ın Resulü o halde insanlara bu müjdeyi vermeyeyim mi, dedim. O: "Onlara bu müjdeyi verme, o vakit buna bel bağlar/ar" buyurdu. Diğer tahric: Buhari, 2701, 2856 -muhtasar olarak-; Tirmizi, 2643; Tuhfetu'l-Eşraf
hadith|30c|Bize Muhammed b. el-Müsenna ve İbn Beşşar tahdis etti. İbnu'l-Müsenna dedi ki: Bize Muhammed b. Cafer tahdis etti. Bize Şube, Ebu Huseyn'den ve el-Eş'as b. Suleym'den tahdis etti. Her ikisi Esved b. Hilal'i (1/59a) Mua.z b. Cebel'den şöyle dedi, diye tahdis ederken dinlediler: Rasulullah (Sallallahu aleyhi ve Sellem) şöyle buyurdu: "Ey Muaz, Allah'ın kulları üzerindeki hakkı nedir bilir misin?" O: Allah ve Rasulü en iyi bilir dedi. O: "Allah'a ibadet edilmesi ve ona hiçbir şeyin ortak koşulmamasıdır" buyurdu. Sonra: "Eğer bunu yapacak olurlarsa onun üzerindeki haklarının ne olduğunu bilir misin" buyurdu. Muaz: Allah ve Rasulü en iyi bilir, dedi. Allah Rasulü: "On/arı azap/andırmamasıdır" buyurdu. Diğer tahric: Buhari, 7373; Tuhfetu'l-Eşraf, 11306 NEVEVİ ŞERHİ: "Ebu Husayn"in adı Asım'dır. Buna dair açıklama kitabın Mukaddimesinin baş taraflarında (1/232) geçmiş bulunmaktadır. Muhammed b. el-Müsenna ile İbn Beşşar'ın rivayet ettikleri bu hadiste Nebi (Sallallahu aleyhi ve Sellem)'in: "Allah'a ona hiçbir şeyortak koşulmaksızın ibadet edilmesi" ibaresinde "ibadet edilmesi" anlamındaki lafzı bu şekilde ye harfi ötreli (edilgen bir mı olarak) "şey" anlamındaki lafzı da merfu (edilgen fiilin sözde öznesi olarak) tespit etmişizdir. Bunun açıklaması açıktır. Şeyh Ebu Amr (rahimehullah) dedi ki: Asıl yazmalarda "şey" lafzı nasb ile de kaydedilmiştir. Bu da "(....) Allah'a ibadet edilmesi ve ona hiçbir şeyin ortak koşulmaması" ifadesindeki üç ayrı vechin sözkonusu olmasına göre sahihtir. Birincisi eril üçüncü şahıs için kullanılmış bir mı olarak kulun Allah'a ibadet etmesi ve ona hiçbir şeyi ortak koşmaması demek olur. Bu, bu husustaki şekillerin en uygun alanıdır. 2- Fiilin özellikle Muaz'a hitap olmak üzere ikinci tekil şahıs olmak üzere te harfinin fethalı okunmasıdır çünkü muhatap odur. Böylelikle de ondan başkasına da dikkat çekilmiş olmaktadır. 3- Fiilin edilgen bir mı olarak ye harfinin ötreli okunmasıdır. Bu durumda "şey" lafzı mef'ulün bih'ten kinaye değil, mastardan (mef'ul-i mutlak mastarından) kinaye olması sözkonusudur. Yani Allah'a hiçbir şekilde ortak koşmasın. (İbnu's-Salah) dedi ki: Eğer rivayet bu şekillerden herhangi birisini tayin etmemiş ise bizden bu hadisi rivayet eden kimsenin bunların hepsini biri diğerinin arkasında telaffuz etmesi görevidir. Böylelikle bizzat söylenmiş olan lafzı kesin olarak zikretmiş olacaktır. Allah en iyi bilendir. Şeyh İbnu's-Salah'ın ifadeleri bunlardır. Bizim ilk sözünü ettiğimiz okuyuş ise hem rivayet, hem mana bakımından sahihtir. Allah en iyi bilendir
hadith|30d|Bize el-Kasım b. Zekeriya tahdis etti. Bize Huseyn, Zaide'den tahdis etti. O Ebu Hasın'den, o Esved b. Hilal'den şöyle dediğini nakletti: Muaz'ı şöyle derken dinledim: Resulullah (Sallallahu aleyhi ve Sellem) beni çağırdı, ben de yanına gittim. ''Allah'ın insanlar üzerindeki hakkı nedir bilir misin?" buyurdu ve onların naklettiklerine yakın olarak hadisi nakletti.487 144 numaralı hadisin tahric bilgisi ile aynı. NEVEVİ ŞERHİ: Muaz b. Cebel (R.A.)'ın rivayet ettiği hadisin sonuncu rivayetinde "onların rivayetlerine yakın" ibaresi de şu demektir: Dördüncü rivayette Müs!im'in hocası el-Kasım b. Zekeriya bu hadisi Müs!im'in bundan önceki üç rivayette geçen Heddab, Ebu Bekr b. Ebu Şeybe, Muhammed b. Müsenna ve İbn Beşşar adındaki dört hocasının rivayetlerine yakın olarak rivayet etmiştir demektir. Allah en iyi bilendir. Kasım'ın bu rivayetinde yer alan "bize Kasım tahdis etti, bize Huseyn, Zaide' den tahdis etti" ibaresi bütün asıllarda bu şekildedir. Yani Huseyn ismi sin iledir, doğrusu da budur. Kadı Iyaz dedi ki: (1/233) Bazı asıl nüshalarda sad ile "Husayn" şeklinde geçmiş olup, bu yanlıştır. Adı Huseyn b. Ali el-Cu'fI'dir. Bu kitapta Zaide' den rivayeti birkaç defa tekrarlanmıştır. Zaide' den sad ile "Husayn"in rivayeti diye bir rivayet bilinmemektedir. Allah en iyi bilendir
hadith|31|Bana Zuheyr b. Harb tahdis etti (Dediki): Bize Ömer b. Yunus el-Hanefi rivayet etti. (Dediki): Bize İkrime b. Ammar rivayet etti. Dediki: Bana Ebu Kesir tahdis edip dedi ki: Bana Ebu Hureyre tahdis edip dedi ki: Rasulullah (Sallallahu aleyhi ve Sellem)'in etrafında oturuyorduk. Bizimle birlikte birkaç kişi ile Ebu Bekr ve Ömer (r.a.) da vardı. Rasulullah (Sallallahu aleyhi ve Sellem) derken aramızdan kalktı. Yanımıza dönmesi gecikti. Biz de onun yanında değilken kendisine bir kötülük yapılmasından korktuk. Bu sebeple korkuya kapılıp, kalktık. Korkuya ilk kapılan kişi ben olmuştum. Derhal çıkıp Rasulullah (Sallallahu aleyhi ve Sellem)'i aradım. Nihayet Ensar'dan Neccar oğullarına ait bir bahçeye vardım. O bahçenin bir kapısını bulurmuyum diye etrafını dolaştım, bulamadım. Derken suyu taşıp kaynayan bir kuyudan gelen bir akarsuyun bir kolunun içeri girdiğini gördüm. -Kol cetvel, küçük kanal demektir.- Ben de tilkinin kendisini büzüp topladığı gibi büzüldüm ve Rasulullah (Sallallahu aleyhi ve Sellem)'in yanına girdim. Allah Rasulü: "Ebu Hureyre mi" buyurdu. Ben, evet ey Allah'ın Rasulü dedim. O: "Neden geldin" buyurdu. Ben: Aramızda idin sonra kalkıp gittin ve yanımıza dönmeyip geciktin. Biz de sana bir kötülük yapılmasından korktuk, bundan dolayı korkuya kapıldık. Ben de o korkuyla hareket edenlerin ilki oldum. Bu bahçeye geldim ve tilkinin büzüldüğü gibi büzüldüm. İşte insanlar da arkamdan geliyorlar, dedim .. Allah Rasulü: "Ey Ebu Hureyre" dedi ve bana ayakkabılarını verdi. Sonra da: "Şu ayakkabılarımı al git, bu duvarın gerisinde Allah'tan başka ilah olmadığına, kalbi ona kesin inanarak şahitlik eder halde kiminle karşılaşırsan ona cenneti müjdele" buyurdu. İlk karşılaştığım kişi Ömer oldu. O: Bu ayakkabılar ne oluyor ey Ebu Hureyre, dedi. Ben: Bunlar Allah Rasulünün ayakkabılarıdır, onları benimle gönderdi. Kalbinden kesin inanarak Allah'tan başka hiçbir ilah yoktur diye şahitlik eden kiminle karşılaşırsam ona cenneti müjdeleyeceğim, dedim. (Ebu Hureyre) dedi ki: Ömer eliyle göğsümün ortasına vurdu. Derhal kıçımın üstüne düştüm ve: Dön ey Ebu Hureyre, dedi. Ben de Resulullah (Sallallahu aleyhi ve Sellem)'in yanına döndüm. Az kalsın ağlayacaktım. Hemen arkamdan da Ömer geldi. Meğer benim izimden geliyormuş. Resulullah (Sallallahu aleyhi ve Sellem) bana: "Neyin var Ebu Hureyre" dedi. Ben: Ömer ile karşılaştım. Benimle gönderdiğin haberi ona verince o göğsümün ortasına öyle bir darbe indirdi ki kıçım üzerine düştüm. Dön dedi, dedim. Resulullah (Sallallahu aleyhi ve Sellem) ona: "Ey Ömer, seni bu yaptğznz yapmaya iten nedir" buyurdu. Ömer: Ey Allah'ın Resulü, babam anam sana feda olsun. Sen gerçekten Ebu Hureyre ile ayakkabılarını gönderip, kalbinden kesin olarak inanarak Allah'tan başka hiçbir ilah olmadığına şahadet getiren kiminle karşılaşırsa onu cennetle müjdelemesini söyledin mi, dedi. Allah Resulü: "Evet" buyurdu. Ömer: Hayır, yapma çünkü ben insanların buna bel bağlayacaklarından korkuyorum. Onları bırak da amel etsinler, dedi. Resulullah (Sallallahu aleyhi ve Sellem)'de: "O halde onları bırak" buyurdu. Bunu yalnız Müslim tahriç etmiştir; Tuhfetu'I-Eşraf
hadith|32|Bana İshak b. Mansur tahdis etti. (Dediki): Bize Muaz b. Hişam haber verdi. Dediki: Bana babam, Katade'den rivayet ett. Demiş ki: Bize Enes b. Malik (r.a.)'ın tahdis ettiğine göre; Allah'ın Nebisi -Muaz b. Cebel onun deve üzerinde terkisinde bulunuyorken- "ey Muaz" buyurdu. Muaz: Lebbeyk ya Rasulullah ve sadeyk dedi. Allah Rasulü: "Ey Muaz" buyurdu. O: Lebbeyk ya Rasulullah ve sa'deyk dedi. Allah Rasulü: "Ey Muaz" buyurdu. O: Lebbeyk ya Rasulullah ve sadeyk dedi. Allah Rasulü: "Allah'tan başka hiçbir ilah olmadığına, Muhammed'in onun kulu ve Resulü olduğuna şahadet eden her bir kulu mutlaka Allah cehennem ateşine haram eder" buyurdu. Muaz: Ey Allah'ın Rasulü bunu insanlara haber vermeyeyim mi? Bundan dolayı seviniverirler, dedi. Allah Rasulü: "O vakit (buna) bel bağlarlar" buyurdu. Bu sebeple Muaz ölümüne yakın günahtan kurtulmak için bunu haber verdi. Diğer tahric: Buhari, 128; Tuhfetu'l-Eşraf
hadith|33a|
hadith|33b|Bana Ebu Bekr b. Nafi el-Abdi tahdis etti. (Dedi ki): Bize Behz rivayet etti. (Dedi ki): Bize Hammad rivayet etti. (Dedi ki): Bize Sabit, Enes'den naklen rivayet eyledi. Enes dedi ki: Bana İtban b. Malik tahdis ettiğine göre gözleri kör olmuştu. Bu sebeple Rasulullah (Sallallahu aleyhi ve Sellem)'e haber gönderip: Gel de benim için bir mesdt yeri tayin et, dedi. Rasulullah (Sallallahu aleyhi ve Sellem) geldi. Onunla birlikte kavmi (ashabı) da geldi. Onlardan Malik b. ed-Ouhşum denilen bir adamın niteliklerinden söz edildi sonra hadisi Süleyman b. el-Muğire'nin hadisine yakın olarak zikretti. Tahric bilgisi 148 nolu hadis ile aynıdır. NEVEVİ ŞERHİ: "Bana bir mesdt yeri göster" yani orayı mesdt edinmek üzere bir yeri bana alametlendirerek tespit et. Bu da senin eserini bereket bilerek orada namaz kılacağı m bir yer bana göster demektir. Bu hadiste türlü bilgiler vardır ki, bunların pek çoğu daha önce geçti. Bu Hadisten Çıkartılan Hükümler: 1- Salihlerin eserleri ile teberrük caizdir. 2- Aıimleri, fazilet sahiplerini ve büyük kimseleri onlara uyan kişilerin ziyaret etmeleri, onları tebrik etmeleri caizdir. 3- Ortaya çıkan bir masıahat sebebiyle fazileti daha az olanın, daha faziletli olanı davet etmesi, çağırması caizdir. 4- Nafile namazın cemaatle kılınması caizdir. 5- Gündüzün kılınan nafile namazıarda sünnet olan gece gibi ikişer ikişer rekat olarak kılınmalarıdır. 6- Namaz kılanların yanında onları uğraştırmadığı ve namazıarını karıştırmalarına ve benzeri hallere sebep olmadığı sürece konuşmak ve bir şeylerden söz etmek caizdir. 7- Ziyaret eden bir kimsenin ziyaret edilene rızası ile imamlık yapması caizdir. 8- Hakkında şüphe bulunup, zan altında kalmış olan ya da benzeri hallerde bulunan bir kimseden yöneticilerin önünde ve diğerleri önünde -onun tehlikelerinden korunulması için- söz etmek. 9- Hadisi ve diğer şer' i ilimIeri yazmak caizdir. Çünkü Enes oğluna: Bunu yaz, demiştir. Hatta bu hallerde yazmak müstehaptır. Hadiste ise hadisin yazılmasının yasaklandığı da sözkonusudur, yazılmasına izin verdiği de zikredilmiştir. Bu da şöyle açıklanmıştır (1/244): Yasak yalnızca yazdığına bel bağlayıp, imkanı bulunduğu halde hıfz etmekte kusurlu hareket edeceğinden korkulan kimseler içindi. İzin ise hıfz etme imkanı bulunmayan kimselere verilmişti. Hadislerin ilk olarak yazılmasının yasaklanış sebebi Kur'an-ı Kerim'e karıştırılma korkusundan dolayı idi. Ondan sonra yazmaya izin verilmesi ise bu hususta emin olunmasından sonra idi. Ashab ve tabiinden olan selef arasında hadis yazmanın caiz olup olmadığı hususunda görüş ayrılığı vardır. Sonra ümmet bunun caiz ve müstehap olduğu üzerinde icma etti. Allah en iyi bilendir. Yine hadiste işleri önem sırasına göre koyup, daha önemlisinden başlamaya delil vardır. Çünkü Nebi (Sallallahu aleyhi ve Sellem) burada zikrettiğimiz İtban hadisinde, gelir gelmez ilk olarak namaz kılmakla başlamış sonra yemek yemiştir. Um Suleym' e yaptığı ziyareti ile ilgili hadiste ise önce yemek yemiş sonra namaz kılmıştır çünkü İtban'ın hadisinde önemli olan namaz idi, çünkü onu namaz kılması için davet etmişti. Um Suleym'in hadisinde ise onu yemek yemeye davet etmişti. Her iki hadiste de belirtildiği üzere ne için davet olunmuşsa onunla başladığı görülmektedir. Allah en iyi bilendir. İmamın ve alim kimsenin bir ziyarete, bir ziyafete ya da benzeri bir işe giderken arkadaşlarını yanına alması caizdir. Bu hadisten daha önce sözünü ettiğimiz daha başka hükümler ile yazmadığımız başka hükümler de anlaşılmaktadır. Doğruyu en iyi bilen Allah'tır. Hamd ona mahsustur, nimet, lütuf ondandır, minnet onadır, başarı ondandır, hatadan koruyan yalnız odur
