collection||Sahih Muslim
hadith|23b|ابو خالد احمر اور یزید بن ہارون نے ابومالک سے ، انہوں نے اپنے والد سے روایت کی کہ انہوں نے نبی اکرم ﷺ کویہ فرماتے ہوئے سنا : ’’جس نےاللہ کویکتا قرار دیا ...... ‘ ‘ پھر مذکورہ بالا حدیث کی طرح بیان کیا ۔
chapter||Evidence that the islam of one who becomes muslim on his deathbed is valid, so long as the death thoes have not begun; Abrogation of permission to supplicate for forgiveness for the idolators; Evidence that one who dies an idolator is one of the people of hell and no intervention can save him from that
hadith|24a|
hadith|24b|معمر اور صالح ، دونوں نے زہری سے ان کی سابقہ سند کےساتھ یہی روایت بیان کی ، فرق یہ ہے کہ صالح کی روایت : فأنزل الله فيه ’’اس کےبارے میں اللہ تعالیٰ نے آیت اتاری ‘ ‘ پر ختم ہو گئی ، انہوں نے دو آیتیں بیان نہیں کیں ۔ انہوں نے اپنی حدیث میں یہ بھی کہا کہ وہ دونوں ( ابوجہل اور عبد اللہ بن ابی امیہ ) یہی بات دہراتے رہے ۔ معمر کی روایت میں المقالة ( بات ) کے بجائے الكلمة ( کلمہ ) ہے ، وہ دونوں ان کے ساتھ لگے رہے ۔
hadith|25a|
hadith|25b|یحییٰ بن سعید نے کہا : ہمیں یزید بن کیسان نے حدیث سنائی.... ( اس کے بعد مذکورہ سند کے ساتھ ) حضرت ابوہریرہ ‌رضی ‌اللہ ‌عنہ ‌ ‌ سے روایت ہے کہ رسول اللہ ﷺ نے اپنے چچا سے فرمایا : ’’لا اله الا الله کہہ دیجیے ، میں قیامت کے دن آپ کے لیے اس کےبارے میں گواہ بن جاؤں گا ۔ ‘ ‘ انہوں نے ( جواب میں ) کہا : اگر مجھے یہ ڈر نہ ہوتا کہ قریش مجھے عار دلائیں گے ( کہیں گے کہ اسے ( موت کی ) گھبراہٹ نےاس بات پر آمادہ کیا ہے ) تو میں یہ کلمہ پڑھ کر تمہاری آنکھیں ٹھنڈی کر دیتا ۔ اس پر اللہ تعالیٰ نے یہ آیت نازل فرمائی : ’’آپ جسے چاہتے ہوں اسے براہ راست پر نہیں لاسکتے لیکن اللہ تعالیٰ جسے چاہے راہ راست پر لے آتا ہے ۔ ‘ ‘
chapter||The evidence that one who dies believing in tawhid will definitely enter paradise
hadith|26a|
hadith|26b|ابن علیہ کے بجائے بشر بن مفضل نے بھی خالد حذاء سے یہی روایت بیان کی ، انہوں نے ولید ابو بشر سے روایت کی ، انہوں نے کہا : میں نے حمران سے سنا ، انہوں نے کہا : میں نے حضرت عثمان ‌رضی ‌اللہ ‌عنہ ‌ ‌ سےسنا ، وہ کہتے تھے : میں نے رسول اللہ ﷺ کو فرماتے ہوئے سنا ..... اس کے بعد بالکل سابقہ روایت کی طرح بیان کیا ۔
hadith|27a|
hadith|27b|اعمش نےابو صالح سے ، انہوں نے ( اعمش کو شک ہے ) حضرت ابوہریرہ ‌رضی ‌اللہ ‌عنہ ‌ ‌ یا حضرت ابو سعید ‌رضی ‌اللہ ‌عنہ ‌ ‌ سے روایت کی کہ غزوہ تبوک کے دن ( سفرمیں ) لوگ کو ( زاد راہ ختم ہو جانے کی بنا پر ) فاقے لاحق ہو گئے ۔ انہوں نے کہا : اللہ کے رسول ! اگر آپ ہمیں اجازت دیں تو ہم پانی ڈھونے والے اونٹ ذبح کر لیں ، ( ان کا گوشت ) کھائیں اور ( ان کی چربی ) تیل بنائیں ۔ رسول اللہ ﷺ نے فرمایا : ’’ایسا کر لو ۔ ‘ ‘ ( کہا : ) اتنےمیں عمر ‌رضی ‌اللہ ‌عنہ ‌ ‌ آ گئے اور عرض کی : اللہ کے رسول !اگر آپ نے ایسا کیا تو سواریاں کم ہو جائیں گی ، اس کے بجائے آپ سب لوگوں کو ان کے بچے ہوئے زاد راہ سمیت بلوا لیجیے ، پھر اس پر ان کے لیے اللہ سے برکت کی دعا کیجیے ، امید ہے ا للہ تعالیٰ اس میں برکت ڈال دے گا ۔ رسول اللہ ﷺ نے فرمایا : ’’ٹھیک ہے ۔ ‘ ‘ ( حضرت ابو ہریرہ ‌رضی ‌اللہ ‌عنہ ‌ ‌ یا ابو سعید ‌رضی ‌اللہ ‌عنہ ‌ ‌ نے کہا : ) آپ نے چمڑے کاایک دسترخوان منگوا کر بچھا دیا ، پھر لوگوں کا بچا ہوا زاد راہ منگوایا ( حضرت ابو ہریرہ ‌رضی ‌اللہ ‌عنہ ‌ ‌ یا ابو سعید ‌رضی ‌اللہ ‌عنہ ‌ ‌ نے کہا : ) کوئی مٹھی بھر مکئی ، کوئی مٹھی بھر کھجور اور کوئی روٹی کا ٹکڑا لانے لگا یہاں تک کہ ان چیزوں سے دستر خواں پر تھوڑی سی مقدار جمع ہو گئی ( حضرت ابو ہریرہ ‌رضی ‌اللہ ‌عنہ ‌ ‌ یا ابو سعید ‌رضی ‌اللہ ‌عنہ ‌ ‌ نے کہا : ) رسول اللہ ﷺ نے اس پر برکت کی دعا فرمائی ، پھر لوگوں سے فرمایا : ’’اپنے اپنے برتنوں میں ( ڈال کر ) لے جاؤ ۔ ‘ ‘ سب نے اپنے اپنے برتن بھر لیے یہاں تک کہ انہوں نے لشکر کے برتنوں میں کوئی برتن بھرے بغیر نہ چھوڑا ( حضرت ابو ہریرہ ‌رضی ‌اللہ ‌عنہ ‌ ‌ اور ابو سعید ‌رضی ‌اللہ ‌عنہ ‌ ‌ نے کہا : ) اس کے بعد سب نےمل کر ( اس دسترخوان سے ) سیر ہو کر کھایا لیکن کھانا پھر بھی بچا دیا ۔ اس پر رسول اللہ ﷺ نے ( لوگوں کو مخاطب کرتے ہوئے ) فرمایا : ’’میں گواہی دیتا ہو کہ اللہ تعالیٰ کے سوا کوئی معبود نہیں اور میں اللہ کا رسول ہوں ، جو بندہ ان دونوں میں شک کیے بغیر اللہ سے ملے گا اسے جنت ( میں داخل ہونے ) سے نہیں روکا جائے گا
hadith|28a|
hadith|28b|عمیر بن ہانی سے ( عبد الرحمٰن بن یزید ) ابن جابر کے بجائے اوزاعی کے واسطے سے یہی حدیث بیان کی گئی ہے ، البتہ انہوں نے اس طرح کہا : ’’ اللہ تعالیٰ اسے جنت میں داخل کرے گا ، اس کے عمل جیسے بھی ہوں ۔ ‘ ‘ اور ’’ اسے جنت کے آٹھ دروازوں میں سے جس سےچاہے گا ( داخل کر دے گا ) ‘ ‘ کا ذکر نہیں کیا ۔
hadith|29|حضرت عباد بن صامت ‌رضی ‌اللہ ‌عنہ ‌ ‌ سے جنادہ بن ابی امیہ کے بجائے ( ابو عبداللہ عبدالرحمٰن بن عسیلہ ) صنابحی نے روایت کی ، انہوں نے کہا : میں حضرت عبادہ ‌رضی ‌اللہ ‌عنہ ‌ ‌ کی موت کے وقت ان کے پاس حاضر ہوا ۔ میں رونے لگا تو انہوں نے فرمایا : ٹھہرو! روتے کیوں ہو؟ اللہ کی قسم ! اگر مجھ سے گواہی مانگی گئی تو میں ضرور تمہارے حق میں گواہی دوں گا او راگر مجھے سفارش کا موقع دیا گیا تو میں ضرور تمہاری سفارش کروں گا اوراگر میرے بس میں ہوا تو میں ضرور تمہیں نفع پہنچاؤں گا ، پھر کہا : اللہ کی قسم ! کوئی ایسی حدیث نہیں جو میں نے رسول اکرمﷺ سے سنی ، اور اس میں تمہاری بھلائی کی کوئی بات تھی اور وہ میں نے تمہیں نہ سنا دی ہو ، سوائےایک حدیث کے ۔ آج جب میری جان قبض کی جانے لگی ہے تو وہ حدیث بھی تمہیں سنائے دیتا ہوں ۔ میں نے رسول اللہ ﷺ کو فرماتے ہوئے سنا : ’’جس شخص نے اس حقیقت کی گواہی دی کہ اللہ کے سوا کوئی معبود نہیں اور محمد ﷺ اللہ کے رسول ہیں ، اللہ تعالیٰ نے اس پر جہنم کی آگ حرام کر دی ۔
hadith|30a|
hadith|30b|عمرو بن میمون نے حضرت معاذ ‌رضی ‌اللہ ‌عنہ ‌ ‌ سے روایت کی ، انہوں نے کہا : میں رسول اللہ ﷺ کے ساتھ ایک گدھے پر سوار تھا جسے عفیر کہا جاتا تھا ۔ آپ نے فرمایا : ’’اے معاذ ! جانتے ہو ، بندوں پر اللہ کاکیا حق ہے اور اللہ پربندوں کا کیا حق ہے ؟ ‘ ‘ میں نے عرض کی : اللہ اور اس کے رسول زیادہ جاننے والے ہیں ۔ آپ نے فرمایا : ’’ بندوں پر اللہ کاحق یہ ہے کہ وہ اس کی بندگی کریں ، اس کے ساتھ کسی کوشریک نہ ٹھہرائیں اور اللہ پر بندوں کا حق یہ ہے کہ جو بندہ اس کے ساتھ ( کسی چیزکو ) شریک نہ ٹھہرائے ، اللہ اس کو عذاب نہ دے ۔ ‘ ‘ کہا : میں نے عرض کی : اے اللہ کے رسول ! کیا میں لوگوں کو خوش خبری نہ سناؤں ؟ آپ نے فرمایا : ’’ ان کو خوش خبری نہ سناؤ وورنہ وہ اسی پر بھروسہ کر لیں گے ۔ ‘ ‘
hadith|30c|شعبہ نے ابوحصین اور اشعث بن سلیم سے حدیث سنائی ، ان دونوں نے اسود بن ہلال سے سنا ، وہ حضرت معاذ بن جبل ‌رضی ‌اللہ ‌عنہ ‌ ‌ سے یہ حدیث بیان کرتے تھے کہ انہوں نے کہا : رسول اللہ ﷺ نے فرمایا : ’’ اے معاذ! کیا تم جانتے ہو بندوں پر اللہ کا کیاحق ہے ؟ ‘ ‘ معاذ ‌رضی ‌اللہ ‌عنہ ‌ ‌ نے جواب دیا : اللہ اور اس کا رسول ہی بہتر جانتے ہیں ۔ آپ نے فرمایا : ’’ یہ کہ اللہ کی بندگی کی جائے اور اس کے ساتھ کسی چیز کو شریک نہ ٹھہرایا جائے ۔ ‘ ‘ آپ نے پوچھا : ’’ کیا جانتے ہو اگر وہ ( بندے ) ایسا کریں تو اللہ پر ان کیا حق ہے ؟ ‘ ‘ میں نے جواب دیا : اللہ اور اس کے رسول بہتر جانتے ہیں ۔ آپ نے فرمایا : ’’ یہ کہ وہ انہیں عذاب نہ دے ۔ ‘ ‘
hadith|30d|زائدہ ( بن قدامہ ) نے ابو حصین سے ، انہوں نے اسود بن ہلال سے روایت کی ، انہوں نے کہا : میں نے حضرت معاذ ‌رضی ‌اللہ ‌عنہ ‌ ‌ کو یہ بیان کرتے ہوئے سنا کہ مجھے رسول اللہ ﷺ نے بلایا ، میں نے آپ کو جواب دیا تو آپ نے پوچھا : ’’کیا جانتے ہو لوگوں پر اللہ کا حق کیا ہے ؟ ..... ‘ ‘ پھر ان ( سابقہ راویوں ) کی حدیث کی طرح ( حدیث سنائی ۔)
hadith|31|حضرت ابو ہریرہ ‌رضی ‌اللہ ‌عنہ ‌ ‌ نے کہا : ہم رسول اللہ ﷺ کے چاروں طرف ایک جماعت ( کی صورت ) میں بیٹھے ہوئے تھے ۔ ہمارے ساتھ حضرت ابو بکر اور عمر ‌رضی ‌اللہ ‌عنہ ‌ ‌ بھی موجود تھے ۔ رسول اللہ ﷺ ہمارے درمیان سے اٹھے ( اور کسی طرف چلے گئے ) ، پھر آپ نے ہماری طرف ( واپسی میں ) بہت تاخیر کر دی تو ہم ڈر گئے کہ کہیں ہمارے بغیر آپ کو کوئی گزند نہ پہنچائی جائے ۔ اس پر ہم بہت گھبرائے اور ( آپ کی تلاش میں نکل ) کھڑے ہوئے ۔ سب سے پہلے میں ہی گھبرایا اور رسول اللہ ﷺ کو ڈھونڈ نے نکلا یہاں تک کہ میں انصار کے خاندان بنو نجاز کے چار دیواری ( فصیل ) سے گھرے ہوئے ایک باغ تک پہنچا اور میں نے اس کے ارد گرد چکر لگایا کہ کہیں پر دروازہ مل جائے لیکن مجھے نہ ملا ۔ اچانک پانی کی ایک گزر گاہ دکھائی دی جو باہر کے کنوئیں سے باغ کے اندر جاتی تھی ( ربیع آب پاشی کی چھوٹی سی نہر کو کہتے ہیں ) میں لومڑی کی طرح سمٹ کر داخل ہوا اور رسول اللہ ﷺ کے پاس پہنچ گیا ۔ آپ نے پوچھا : ’’ ابو ہریرہ ہو ؟ ‘ ‘ میں نے عرض کی : جی ہاں ، اے اللہ کے رسول ! آپ نے فرمایا : ’’تمہیں کیا معاملہ درپیش ہے ؟ ‘ ‘ میں نے عرض کی : آپ ہمارے درمیان تشریف فرماتھے ، پھر وہاں سے اٹھ گئے ، پھر آپ نے ہماری طرف ( واپس ) آنے میں دیر کر دی تو ہمیں خطرہ لاحق ہوا کہ آپ ہم سے کاٹ نہ دیے جائیں ۔ اس پر ہم گھبرا گئے ، سب سے پہلے میں گھبرا کر نکلا تو اس باغ تک پہنچا اور اس طرح سمٹ کر ( اندر گھس ) آیا ہوں جس طرح لومڑی سمٹ کر گھستی ہے اور یہ دوسرے لوگ میرے پیچھے ( آرہے ) ہیں ۔ تب آپﷺ نے فرمایا : ’’اے ابو ہریرہ ‌رضی ‌اللہ ‌عنہ ‌ ‌ ! ‘ ‘ او رمجھے اپنے نعلین ( جوتے ) عطا کیے اور ارشاد فرمایا : ’’میرے یہ جوتے لے جاؤ اور اس چار دیواری کی دوسری طرف تمہیں جو بھی ایسا آدمی ملے جو دل کے پورے یقین کے ساتھ لا اله الاالله کی شہادت دیتا ہو ، اسے جنت کی خوش خبری سنا دو ۔ ‘ ‘ سب سے پہلے میری ملاقات عمر بن خطاب ‌رضی ‌اللہ ‌عنہ ‌ ‌ سے ہوئی ، انہوں نے نے کہا : ابو ہریرہ ‌رضی ‌اللہ ‌عنہ ‌ ‌ ! ( تمہاری ہاتھ میں ) یہ جوتے کیسے ہیں ؟ میں نے کہا : یہ رسول اللہ ﷺ کے نعلین ( مبارک ) ہیں ۔ آپ نے مجھے یہ نعلین ( جوتے ) دے کر بھیجا ہے کہ جس کسی کو ملوں جو دل کے یقین کے ساتھ لا اله الاالله کی شہادت دیتا ہو ، اسے جنت کی بشارت دے دوں ۔ عمر ‌رضی ‌اللہ ‌عنہ ‌ ‌ نےمیرے سینے پر اپنے ہاتھ سے ایک ضرب لگائی جس سے میں اپنی سرینوں کے بل گر پڑا اور انہوں نے کہا : اے ابو ہریرہ! پیچھے لوٹو ۔ میں رسول اللہ ﷺ کے پاس اس عالم میں واپس آیا کہ مجھے رونا آرہا تھا اور عمر ‌رضی ‌اللہ ‌عنہ ‌ ‌ میرے پیچھے لگ کر چلتے آئے تو اچانک میرے عقب سے نمودار ہو گئے ۔ رسول اللہ ﷺ نے ( مجھ سے ) کہا : ’’ اے ابوہریرہ !تمہیں کیا ہوا ؟ میں نے عرض کی : میں نے عرض : میں عمر سے ملا اور آپ نے مجھے جو پیغام دے کر بھیجا تھا ، میں نے انہیں بتایا تو انہوں نے میرے سینے پر ایک ضرب لگائی ہے جس سے میں اپنی سرینوں کے بل گر پڑا ، اور مجھ سے کہا کہ پیچھے لوٹو ۔ رسول اللہ ﷺ نے فرمایا : ’’ عمر! تم نے جو کیا اس کا سبب کیا ہے ؟ ‘ ‘ انہوں نے عرض کی : اللہ کے رسول! آپ پر میرے ماں باپ قربان ہوں ! کیا آپ نے ابوہریرہ کو اس لیے نعلین دے کر بھیجا تھا کہ دل کے یقین کے ساتھ لا اله الااللهکی شہادت دینے والے جس کسی کو ملے ، اسے جنت کی بشارت دے ؟ آپﷺ نے فرمایا : ’’ہاں ۔ ‘ ‘ عمر ‌رضی ‌اللہ ‌عنہ ‌ ‌ نے عرض کی : تو ایسا نہ کیجیے ، مجھے ڈر ہے کہ لوگ بس اسی ( شہادت ) پر بھروسا کر بیٹھیں گے ، انہیں چھوڑ دیں کہ وہ عمل کرتے رہیں ، رسول اللہ ﷺ نے فرمایا : ’’اچھا تو ان کو چھوڑ دو ۔ ‘ ‘
