collection||Sahih al Bukhari
hadith|17|Telah menceritakan kepada kami [Abu Al Walid] berkata, telah menceritakan kepada kami [Syu'bah] telah mengabarkan kepadaku [Abdullah bin Abdullah bin Jabar], berkata; aku mendengar [Anas] dari Nabi shallallahu 'alaihi wasallam, beliau bersabda: "Tanda iman adalah mencintai (kaum) Anshar dan tanda nifaq adalah membenci (kaum) Anshar
chapter||باب
hadith|18|Telah menceritakan kepada kami [Abu Al Yaman] berkata, telah mengabarkan kepada kami [Syu'aib] dari [Az Zuhri] berkata, telah mengabarkan kepada kami [Abu Idris 'Aidzullah bin Abdullah], bahwa ['Ubadah bin Ash Shamit] adalah sahabat yang ikut perang Badar dan juga salah seorang yang ikut bersumpah pada malam Aqobah, dia berkata; bahwa Rasulullah shallallahu 'alaihi wasallam bersabda ketika berada ditengah-tengah sebagian sahabat: "Berbai'atlah kalian kepadaku untuk tidak menyekutukan Allah dengan sesuatu apapun, tidak mencuri, tidak berzina, tidak membunuh anak-anak kalian, tidak membuat kebohongan yang kalian ada-adakan antara tangan dan kaki kalian, tidak bermaksiat dalam perkara yang ma'ruf. Barangsiapa diantara kalian yang memenuhinya maka pahalanya ada pada Allah dan barangsiapa yang melanggar dari hal tersebut lalu Allah menghukumnya di dunia maka itu adalah kafarat baginya, dan barangsiapa yang melanggar dari hal-hal tersebut kemudian Allah menutupinya (tidak menghukumnya di dunia) maka urusannya kembali kepada Allah, jika Dia mau, dimaafkannya atau disiksanya". Maka kami membai'at Beliau untuk perkara-perkara tersebut
chapter||To flee (run away) from Al-Fitn (afflictions and trials), is a part of religion
hadith|19|Telah menceritakan kepada kami [Abdullah bin Maslamah] dari [Malik] dari [Abdurrahman bin Abdullah bin Abdurrahman bin Abu Sha'Sha'ah] dari [bapaknya] dari [Abu Sa'id Al Khudri] bahwa dia berkata, Rasulullah shallallahu 'alaihi wasallam bersabda: "Hampir saja terjadi (suatu zaman) harta seorang muslim yang paling baik adalah kambing yang digembalakannya di puncak gunung dan tempat-tempat terpencil, dia pergi menghindar dengan membawa agamanya disebabkan takut terkena fitnah
chapter||The statement of the Prophet (ﷺ): "I know Allah Ta'ala better, than all of you do."
chapter_intro||وَأَنَّ الْمَعْرِفَةَ فِعْلُ الْقَلْبِ لِقَوْلِ اللَّهِ تَعَالَى: {وَلَكِنْ يُؤَاخِذُكُمْ بِمَا كَسَبَتْ قُلُوبُكُمْ}
hadith|20|Telah menceritakan kepada kami [Muhammad bin Salam] berkata, telah mengabarkan kepada kami ['Abdah] dari [Hisyam] dari [bapaknya] dari [Aisyah] berkata: "Rasulullah shallallahu 'alaihi wasallam bila memerintahkan kepada para sahabat, Beliau memerintahkan untuk melakukan amalan yang mampu mereka kerjakan, kemudian para sahabat berkata; "Kami tidaklah seperti engkau, ya Rasulullah, karena engkau sudah diampuni dosa-dosa yang lalu dan yang akan datang". Maka Beliau shallallahu 'alaihi wasallam menjadi marah yang dapat terlihat dari wajahnya, kemudian bersabda: "Sesungguhnya yang paling taqwa dan paling mengerti tentang Allah diantara kalian adalah aku
chapter||Whoever hates to revert to Kufr
hadith|21|Telah menceritakan kepada kami [Sulaiman bin Harb] berkata, telah menceritakan kepada kami [Syu'bah] dari [Qotadah] dari [Anas bin Malik] dari Nabi shallallahu 'alaihi wasallam, beliau bersabda: "Tiga (perkara) yang apabila ada pada diri seseorang, ia akan mendapatkan manisnya iman: Allah dan Rasul-Nya lebih dicintainya dari selain keduanya. Dan siapa yang bila mencintai seseorang, dia tidak mencintai orang itu kecuali karena Allah 'azza wajalla. Dan siapa yang benci kembali kepada kekufuran seperti dia benci bila dilempar ke neraka
chapter||The grades in superiority of the believers will be according to their good deeds
hadith|22|Telah menceritakan kepada kami [Isma'il] berkata, telah menceritakan kepada kami [Malik] dari ['Amru bin Yahya Al Mazani] dari [bapaknya] dari [Abu Sa'id Al Khudri] dari Nabi shallallahu 'alaihi wasallam, beliau bersabda: "Ahlu surga telah masuk ke surga dan Ahlu neraka telah masuk neraka. Lalu Allah Ta'ala berfirman: "Keluarkan dari neraka siapa yang didalam hatinya ada iman sebesar biji sawi". Maka mereka keluar dari neraka dalam kondisi yang telah menghitam gosong kemudian dimasukkan kedalam sungai hidup atau kehidupan. -Malik ragu. - Lalu mereka tumbuh bersemi seperti tumbuhnya benih di tepi aliran sungai. Tidakkah kamu perhatikan bagaimana dia keluar dengan warna kekuningan."Berkata [Wuhaib] Telah menceritakan kepada kami ['Amru]: "Kehidupan". Dan berkata: "Sedikit dari kebaikan
hadith|23|Telah menceritakan kepada kami [Muhammad bin Ubaidillah] berkata, telah menceritakan kepada kami [Ibrahim bin Sa'd] dari [Shalih] dari [Ibnu Syihab] dari [Abu Umamah bin Sahal bin Hunaif] bahwasanya dia mendengar [Abu Said Al Khudri] berkata, Rasulullah shallallahu 'alaihi wasallam bersabda: "Ketika aku tidur, aku bermimpi melihat orang-orang dihadapkan kepadaku. Mereka mengenakan baju, diantaranya ada yang sampai kepada buah dada dan ada yang kurang dari itu. Dan dihadapkan pula kepadaku Umar bin Al Khaththab dan dia mengenakan baju dan menyeretnya. Para sahabat bertanya: "Apa maksudnya hal demikian menurut engkau, ya Rasulullah?" Beliau shallallahu 'alaihi wasallam menjawab: "Ad-Din (agama)
chapter||Al-Haya (self-respect, modesty bashfulness, honour etc.) is a part of faith
hadith|24|Telah menceritakan kepada kami [Abdullah bin Yusuf] berkata, telah mengabarkan kepada kami [Malik bin Anas] dari [Ibnu Syihab] dari [Salim bin Abdullah] dari [bapaknya], bahwa Rasulullah shallallahu 'alaihi wasallam berjalan melewati seorang sahabat Anshar yang saat itu sedang memberi pengarahan saudaranya tentang malu. Maka Rasulullah shallallahu 'alaihi wasallam bersabda: "Tinggalkanlah dia, karena sesungguhnya malu adalah bagian dari iman
chapter||(The Statement of Allah Jalla Jalalahu) "But if they repent [by rejecting Shirk (polytheism) and accept Islamic Monotheism] and perform As-Salat (Iqamat-as-Salat) and give Zakat then leave their way free."
hadith|25|Telah menceritakan kepada kami [Abdullah bin Muhammad Al Musnadi] dia berkata, Telah menceritakan kepada kami [Abu Rauh Al Harami bin Umarah] berkata, telah menceritakan kepada kami [Syu'bah] dari [Waqid bin Muhammad] berkata; aku mendengar [bapakku] menceritakan dari [Ibnu Umar], bahwa Rasulullah shallallahu 'alaihi wasallam telah bersabda: "Aku diperintahkan untuk memerangi manusia hingga mereka bersaksi; tidak ada ilah kecuali Allah dan bahwa sesungguhnya Muhammad adalah utusan Allah, menegakkan shalat, menunaikan zakat. Jika mereka lakukan yang demikian maka mereka telah memelihara darah dan harta mereka dariku kecuali dengan haq Islam dan perhitungan mereka ada pada Allah
chapter||Whoever says that faith is action (good deeds)
chapter_intro||لِقَوْلِ اللَّهِ تَعَالَى: {وَتِلْكَ الْجَنَّةُ الَّتِي أُورِثْتُمُوهَا بِمَا كُنْتُمْ تَعْمَلُونَ}. وَقَالَ عِدَّةٌ مِنْ أَهْلِ الْعِلْمِ فِي قَوْلِهِ تَعَالَى: {فَوَرَبِّكَ لَنَسْأَلَنَّهُمْ أَجْمَعِينَ عَمَّا كَانُوا يَعْمَلُونَ} عَنْ قَوْلِ لاَ إِلَهَ إِلاَّ اللَّهُ. وَقَالَ: {لِمِثْلِ هَذَا فَلْيَعْمَلِ الْعَامِلُونَ}.
hadith|26|Telah menceritakan kepada kami [Ahmad bin Yunus] dan [Musa bin Isma'il] keduanya berkata, telah menceritakan kepada kami [Ibrahim bin Sa'd] berkata, telah menceritakan kepada kami [Ibnu Syihab] dari [Sa'id bin Al Musayyab] dari [Abu Hurairah], bahwa Rasulullah shallallahu 'alaihi wasallam ditanya tentang Islam, manakah yang paling utama? Maka Rasulullah shallallahu 'alaihi wasallam menjawab: "Iman kepada Allah dan Rasul-Nya". Lalu ditanya lagi: "Lalu apa?" Beliau menjawab: "Al Jihad fi sabilillah (berperang di jalan Allah). Lalu ditanya lagi: "Kemudian apa lagi?" Jawab Beliau shallallahu 'alaihi wasallam: "haji mabrur
chapter||If one does not embrace Islam truly but does so by compulsion or for fear of being killed (then that man is not a believer)
chapter_intro||لِقَوْلِهِ تَعَالَى: {قَالَتِ الأَعْرَابُ آمَنَّا قُلْ لَمْ تُؤْمِنُوا وَلَكِنْ قُولُوا أَسْلَمْنَا}. فَإِذَا كَانَ عَلَى الْحَقِيقَةِ فَهُوَ عَلَى قَوْلِهِ جَلَّ ذِكْرُهُ: {إِنَّ الدِّينَ عِنْدَ اللَّهِ الإِسْلاَمُ}، {وَمَنْ يَبْتَغِ غَيْرَ الإِسْلاَمِ دِينًا فَلَنْ يُقْبَلَ مِنْهُ}
hadith|27|Telah menceritakan kepada kami [Abu Al Yaman] berkata, telah mengabarkan kepada kami [Syu'aib] dari [Az Zuhri] berkata, telah mengabarkan kepadaku ['Amir bin Sa'd bin Abu Waqash] dari [Sa'd], bahwa Rasulullah shallallahu 'alaihi wasallam memberikan makanan kepada beberapa orang dan saat itu Sa'd sedang duduk. Tetapi Beliau tidak memberi makanan tersebut kepada seorang laki-laki, padahal orang tersebut yang paling berkesan bagiku diantara mereka yang ada, maka aku bertanya kepada Rasulullah shallallahu 'alaihi wasallam: "Wahai Rasulullah, bagaimana dengan si fulan? Sungguh aku melihat dia sebagai seorang mu'min." Nabi shallallahu 'alaihi wasallam membalas: "atau dia muslim?" Kemudian aku terdiam sejenak, dan aku terdorong untuk lebih memastikan apa yang dimaksud Beliau shallallahu 'alaihi wasallam, maka aku ulangi ucapanku: "Wahai Rasulullah, bagaimana dengan si fulan? Sungguh aku memandangnya sebagai seorang mu'min." Nabi shallallahu 'alaihi wasallam membalas: "atau dia muslim?" Lalu aku terdorong lagi untuk lebih memastikan apa yang dimaksudnya hingga aku ulangi lagi pertanyaanku. Lalu Nabi shallallahu 'alaihi wasallam bersabda: "Wahai Sa'd, sesungguhnya aku juga akan memberi kepada orang tersebut. Namun aku lebih suka memberi kepada yang lainnya dari pada memberi kepada dia, karena aku takut kalau Allah akan mencampakkannya ke neraka". [Yunus], [Shalih], [Ma'mar] dan [keponakan Az Zuhri], telah meriwayatkan dari [Az Zuhri]
chapter||To greet is a part of Islam
chapter_intro||وَقَالَ عَمَّارٌ: ثَلاَثٌ مَنْ جَمَعَهُنَّ فَقَدْ جَمَعَ الإِيمَانَ الإِنْصَافُ مِنْ نَفْسِكَ، وَبَذْلُ السَّلاَمِ لِلْعَالَمِ، وَالإِنْفَاقُ مِنَ الإِقْتَارِ.
hadith|28|Telah menceritakan kepada kami [Qutaibah] berkata, telah menceritakan kepada kami [Al Laits] dari [Yazid bin Abu Habib] dari [Abu Al Khair] dari [Abdullah bin 'Amru] bahwa ada seseorang bertanya kepada Rasulullah shallallahu 'alaihi wasallam; "Islam manakah yang paling baik?" Nabi shallallahu 'alaihi wasallam menjawab: "Kamu memberi makan dan memberi salam kepada orang yang kamu kenal dan yang tidak kamu kenal
chapter||To be ungrateful to one's husband. And disbelief is of (different grades) lesser (or greater) degrees.
chapter_intro||فِيهِ عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ.
hadith|29|Telah menceritakan kepada kami [Abdullah bin Maslamah] dari [Malik] dari [Zaid bin Aslam] dari ['Atho' bin Yasar] dari [Ibnu 'Abbas] berkata, Nabi shallallahu 'alaihi wasallam bersabda: "Aku diperlihatkan neraka, ternyata kebanyakan penghuninya adalah wanita. Karena mereka sering mengingkari". Ditanyakan: "Apakah mereka mengingkari Allah?" Beliau bersabda: "Mereka mengingkari pemberian suami, mengingkari kebaikan. Seandainya kamu berbuat baik terhadap seseorang dari mereka sepanjang masa, lalu dia melihat satu saja kejelekan darimu maka dia akan berkata: 'aku belum pernah melihat kebaikan sedikitpun darimu
chapter||Sins are from ignorance and a sinner is not a disbeliever unless he worships others along with Allah 'Azza wa Jall
chapter_intro||وَلاَ يُكَفَّرُ صَاحِبُهَا بِارْتِكَابِهَا إِلاَّ بِالشِّرْكِ لِقَوْلِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «إِنَّكَ امْرُؤٌ فِيكَ جَاهِلِيَّةٌ». وَقَوْلِ اللَّهِ تَعَالَى: {إِنَّ اللَّهَ لاَ يَغْفِرُ أَنْ يُشْرَكَ بِهِ وَيَغْفِرُ مَا دُونَ ذَلِكَ لِمَنْ يَشَاءُ}.
hadith|30|Telah menceritakan kepada kami [Sulaiman bin Harb] berkata, telah menceritakan kepada kami [Syu'bah] dari [Washil Al Ahdab] dari [Al Ma'rur bin Suwaid] berkata: Aku bertemu [Abu Dzar] di Rabdzah yang saat itu mengenakan pakaian dua lapis, begitu juga anaknya, maka aku tanyakan kepadanya tentang itu, maka dia menjawab: Aku telah menghina seseorang dengan cara menghina ibunya, maka Nabi shallallahu 'alaihi wasallam menegurku: "Wahai Abu Dzar apakah kamu menghina ibunya? Sesungguhnya kamu masih memiliki (sifat) jahiliyyah. Saudara-saudara kalian adalah tanggungan kalian, Allah telah menjadikan mereka di bawah tangan kalian. Maka siapa yang saudaranya berada di bawah tangannya (tanggungannya) maka jika dia makan berilah makanan seperti yang dia makan, bila dia berpakaian berilah seperti yang dia pakai, janganlah kalian membebani mereka sesuatu yang di luar batas kemampuan mereka. Jika kalian membebani mereka, maka bantulah mereka
chapter||"And if two parties (or groups) from among the believers fall to fighting, then make peace between them both…" Allah has called them "believers"
hadith|31|Telah menceritakan kepada kami [Abdurrahman bin Al Mubarak] Telah menceritakan kepada kami [Hammad bin Zaid] Telah menceritakan kepada kami [Ayyub] dan [Yunus] dari [Al Hasan] dari [Al Ahnaf bin Qais] berkata; aku datang untuk menolong seseorang kemudian bertemu [Abu Bakrah], maka dia bertanya: "Kamu mau kemana?" Aku jawab: "hendak menolong seseorang" dia berkata: "Kembalilah, karena aku pernah mendengar Rasulullah shallallahu 'alaihi wasallam bersabda: "Jika dua orang muslim saling bertemu (untuk berkelahi) dengan menghunus pedang masing-masing, maka yang terbunuh dan membunuh masuk neraka". aku pun bertanya: "Wahai Rasulullah, ini bagi yang membunuh, tapi bagaimana dengan yang terbunuh?" Maka Nabi shallallahu 'alaihi wasallam menjawab: "Dia juga sebelumnya sangat ingin untuk membunuh temannya
chapter||Dhulm (wrong) of one kind can be greater or lesser than that of another
hadith|32|Telah menceritakan kepada kami [Abu Al Walid] berkata, telah menceritakan kepada kami [Syu'bah] dan juga telah meriwayatkan hadits yang serupa ini, Telah menceritakan kepadaku [Bisyir bin Khalid Abu Muhammad Al 'Asykari] berkata, telah menceritakan kepada kami [Muhammad bin Ja'far] dari [Syu'bah] dari [Sulaiman] dari [Ibrahim] dari [Alqamah] dari [Abdullah] berkata: ketika turun ayat: "Orang-orang beriman dan tidak mencampur adukkan iman mereka dengan kezhaliman" para sahabat Rasulullah shallallahu 'alaihi wasallam bertanya: "Siapakah diantara kami yang tidak berbuat zhalim? Maka Allah 'azza wajalla menurunkan (firman-Nya): "Sesungguhnya kesyirikan adalah kezhaliman yang besar". (QS. Luqman:)
chapter||The signs of a hypocrite
hadith|33|Telah menceritakan kepada kami [Sulaiman Abu ar Rabi'] berkata, telah menceritakan kepada kami [Isma'il bin Ja'far] berkata, telah menceritakan kepada kami [Nafi' bin Malik bin Abu 'Amir Abu Suhail] dari [bapaknya] dari [Abu Hurairah] dari Nabi shallallahu 'alaihi wasallam, beliau bersabda: "Tanda-tanda munafiq ada tiga; jika berbicara dusta, jika berjanji mengingkari dan jika diberi amanat dia khianat
hadith|34|Telah menceritakan kepada kami [Qabishah bin 'Uqbah] berkata, telah menceritakan kepada kami [Sufyan] dari [Al A'masy] dari [Abdullah bin Murrah] dari [Masruq] dari [Abdullah bin 'Amru] bahwa Nabi shallallahu 'alaihi wasallam bersabda: "Empat hal bila ada pada seseorang maka dia adalah seorang munafiq tulen, dan barangsiapa yang terdapat pada dirinya satu sifat dari empat hal tersebut maka pada dirinya terdapat sifat nifaq hingga dia meninggalkannya. Yaitu, jika diberi amanat dia khianat, jika berbicara dusta, jika berjanji mengingkari dan jika berseteru curang". Hadits ini diriwayatkan pula oleh [Syu'bah] dari [Al A'masy]
chapter||To establish the (Nawafil - voluntary) prayers on the night of Qadr is a part of faith
hadith|35|Telah menceritakan kepada kami [Abu Al Yaman] berkata, telah mengabarkan kepada kami [Syu'aib] berkata, telah menceritakan kepada kami [Abu Al Zanad] dari [Al A'raj] dari [Abu Hurairah] berkata, Rasulullah shallallahu 'alaihi wasallam bersabda: "Barangsiapa menegakkan lailatul qodar karena iman dan mengharap pahala, maka diampuni dosa-dosanya yang telah lalu
chapter||Al-Jihad (fighting tn Allah's Cause) is a part of faith
hadith|36|Telah menceritakan kepada kami [Harami bin Hafsh] berkata, telah menceritakan kepada kami [Abdul Wahid] berkata, telah menceritakan kepada kami [Umarah] berkata, telah menceritakan kepada kami [Abu Zur'ah bin 'Amru bin Jarir] berkata: Aku mendengar [Abu Hurairah] dari Nabi shallallahu 'alaihi wasallam, beliau bersabda: "Allah menjamin orang yang keluar (berperang) di jalan-Nya, tidak ada yang mendorongnya keluar kecuali karena iman kepada-Ku dan membenarkan para rasul-Ku untuk mengembalikannya dengan memperoleh pahala atau ghonimah atau memasukkannya ke surga. Kalau seandainya tidak memberatkan umatku tentu aku tidak akan duduk tinggal diam di belakang sariyyah (pasukan khusus) dan tentu aku ingin sekali bila aku terbunuh di jalan Allah lalu aku dihidupkan lagi kemudian terbunuh lagi lalu aku dihidupkan kembali kemudian terbunuh lagi
