collection||Sahih al Bukhari
hadith|2415|ہم سے عاصم بن علی نے بیان کیا، کہا کہ ہم سے ابن ابی ذئب نے بیان کیا، ان سے محمد بن منکدر نے اور ان سے جابر رضی اللہ عنہ نے کہ ایک شخص نے اپنا ایک غلام آزاد کیا، لیکن اس کے پاس اس کے سوا اور کوئی مال نہ تھا۔ اس لیے نبی کریم صلی اللہ علیہ وسلم نے اسے اس کا غلام واپس کرا دیا۔ اور اسے نعیم بن نحام نے خرید لیا۔
chapter||The talk of opponents against each other
hadith|2416,2417|
hadith|2418|ہم سے عبداللہ بن محمد نے بیان کیا، انہوں نے کہا کہ ہم سے عثمان بن عمر نے بیان کیا، انہوں نے کہا کہ ہم کو یونس نے خبر دی، انہیں زہری نے، انہیں عبداللہ بن کعب بن مالک رضی اللہ عنہ نے، انہوں نے کعب رضی اللہ عنہ سے روایت کیا کہ انہوں نے ابن ابی حدرد رضی اللہ عنہ سے مسجد میں اپنے قرض کا تقاضا کیا۔ اور دونوں کی آواز اتنی بلند ہو گئی کہ رسول اللہ صلی اللہ علیہ وسلم نے بھی گھر میں سن لی۔ آپ صلی اللہ علیہ وسلم نے حجرہ مبارک کا پردہ اٹھا کر پکارا اے کعب! انہوں نے عرض کیا، یا رسول اللہ میں حاضر ہوں۔ آپ صلی اللہ علیہ وسلم نے فرمایا کہ اپنے قرض میں سے اتنا کم کر دے اور آپ صلی اللہ علیہ وسلم نے آدھا قرض کم کر دینے کا اشارہ کیا۔ انہوں نے کہا کہ میں نے کم کر دیا۔ پھر آپ صلی اللہ علیہ وسلم نے ابن ابی حدرد رضی اللہ عنہ سے فرمایا کہ اٹھ اب قرض ادا کر دے۔
hadith|2419|ہم سے عبداللہ بن یوسف نے بیان کیا، کہا کہ ہم کو امام مالک نے خبر دی، انہیں ابن شہاب نے، انہیں عروہ بن زبیر رضی اللہ عنہ نے، انہیں عبدالرحمٰن بن عبدالقاری نے کہ انہوں نے عمر بن خطاب رضی اللہ عنہ سے سنا کہ وہ بیان کرتے تھے کہ میں نے ہشام بن حکیم بن حزام رضی اللہ عنہ کو سورۃ الفرقان ایک دفعہ اس قرآت سے پڑھتے سنا جو اس کے خلاف تھی جو میں پڑھتا تھا۔ حالانکہ میری قرآت خود رسول اللہ صلی اللہ علیہ وسلم نے مجھے سکھائی تھی۔ قریب تھا کہ میں فوراً ہی ان پر کچھ کر بیٹھوں، لیکن میں نے انہیں مہلت دی کہ وہ ( نماز سے ) فارغ ہو لیں۔ اس کے بعد میں نے ان کے گلے میں چادر ڈال کر ان کو گھسیٹا اور رسول اللہ صلی اللہ علیہ وسلم کی خدمت میں حاضر کیا۔ میں نے آپ صلی اللہ علیہ وسلم سے کہا کہ میں نے انہیں اس قرآت کے خلاف پڑھتے سنا ہے جو آپ نے مجھے سکھائی ہے۔ آپ صلی اللہ علیہ وسلم نے مجھ سے فرمایا کہ پہلے انہیں چھوڑ دے۔ پھر ان سے فرمایا کہ اچھا اب تم قرآت سناؤ۔ انہوں نے وہی اپنی قرآت سنائی۔ آپ صلی اللہ علیہ وسلم نے فرمایا کہ اسی طرح نازل ہوئی تھی۔ اس کے بعد مجھ سے آپ صلی اللہ علیہ وسلم نے فرمایا کہ اب تم بھی پڑھو، میں نے بھی پڑھ کر سنایا۔ آپ صلی اللہ علیہ وسلم نے اس پر فرمایا کہ اسی طرح نازل ہوئی۔ قرآن سات قراتوں میں نازل ہوا ہے۔ تم کو جس میں آسانی ہو اسی طرح سے پڑھ لیا کرو۔
chapter||Turning out the sinners and the quarrelsome people of the houses
chapter_intro||وَقَدْ أَخْرَجَ عُمَرُ أُخْتَ أَبِي بَكْرٍ حِينَ نَاحَتْ.
hadith|2420|ہم سے محمد بن بشار نے بیان کیا، کہا کہ ہم سے محمد بن عدی نے بیان کیا، ان سے شعبہ نے، ان سے سعد بن ابراہیم نے، ان سے حمید بن عبدالرحمٰن نے، ان سے ابوہریرہ رضی اللہ عنہ نے بیان کیا کہ نبی کریم صلی اللہ علیہ وسلم نے فرمایا، میں نے تو یہ ارادہ کر لیا تھا کہ نماز کی جماعت قائم کرنے کا حکم دے کر خود ان لوگوں کے گھروں میں جاؤں جو جماعت میں حاضر نہیں ہوتے اور ان کے گھر کو جلا دوں۔
chapter||To file a case for fulfilling the will of the deceased
hadith|2421|ہم سے عبداللہ بن محمد نے بیان کیا، کہا کہ ہم سے سفیان نے بیان کیا، ان سے زہری نے، ان سے عروہ نے اور ان سے عائشہ رضی اللہ عنہا نے کہ زمعہ کی ایک باندی کے لڑے کے بارے میں عبد بن زمعہ رضی اللہ عنہ اور سعد بن ابی وقاص رضی اللہ عنہ اپنا جھگڑا رسول اللہ صلی اللہ علیہ وسلم کی خدمت میں لے کر گئے۔ سعد رضی اللہ عنہ نے کہا: یا رسول اللہ! میرے بھائی نے مجھ کو وصیت کی تھی کہ جب میں ( مکہ ) آؤں اور زمعہ کی باندی کے لڑکے کو دیکھوں تو اسے اپنی پرورش میں لے لوں۔ کیونکہ وہ انہیں کا لڑکا ہے۔ اور عبد بن زمعہ نے کہا کہ وہ میرا بھائی ہے اور میرے باپ کی باندی کا لڑکا ہے۔ میرے والد ہی کے ”فراش“ میں اس کی پیدائش ہوئی ہے۔ نبی کریم صلی اللہ علیہ وسلم نے بچے کے اندر ( عتبہ کی ) واضح مشابہت دیکھی۔ لیکن فرمایا کہ اے عبد بن زمعہ! لڑکا تو تمہاری ہی پرورش میں رہے گا کیونکہ لڑکا ”فراش“ کے تابع ہوتا ہے اور سودہ تو اس لڑکے سے پردہ کیا کر۔
chapter||Tying the person liable to do mischievous things
chapter_intro||وَقَيَّدَ ابْنُ عَبَّاسٍ عِكْرِمَةَ عَلَى تَعْلِيمِ الْقُرْآنِ وَالسُّنَنِ وَالْفَرَائِضِ.
hadith|2422|ہم سے قتیبہ نے بیان کیا، انہوں نے کہا کہ ہم سے لیث نے بیان کیا، ان سے سعید بن ابی سعید نے اور انہوں نے ابوہریرہ رضی اللہ عنہ کو یہ کہتے سنا کہ رسول اللہ صلی اللہ علیہ وسلم نے چند سواروں کا ایک لشکر نجد کی طرف بھیجا۔ یہ لوگ بنو حنیفہ کے ایک شخص کو جس کا نام ثمامہ بن اثال تھا اور جو اہل یمامہ کا سردار تھا، پکڑ لائے اور اسے مسجد نبوی کے ایک ستون میں باندھ دیا۔ پھر رسول اللہ صلی اللہ علیہ وسلم تشریف لائے اور آپ صلی اللہ علیہ وسلم نے پوچھا، ثمامہ! تو کس خیال میں ہے؟ انہوں نے کہا اے محمد ( صلی اللہ علیہ وسلم ) میں اچھا ہوں۔ پھر انہوں نے پوری حدیث ذکر کی۔ آپ صلی اللہ علیہ وسلم نے فرمایا تھا کہ ثمامہ کو چھوڑ دو۔
chapter||Fastening and imprisoning in the Haram
chapter_intro||وَاشْتَرَى نَافِعُ بْنُ عَبْدِ الْحَارِثِ دَارًا لِلسِّجْنِ بِمَكَّةَ مِنْ صَفْوَانَ بْنِ أُمَيَّةَ، عَلَى أَنَّ عُمَرَ إِنْ رَضِيَ فَالْبَيْعُ بَيْعُهُ، وَإِنْ لَمْ يَرْضَ عُمَرُ فَلِصَفْوَانَ أَرْبَعُمِائَةٍ. وَسَجَنَ ابْنُ الزُّبَيْرِ بِمَكَّةَ.
hadith|2423|ہم سے عبداللہ بن یوسف نے بیان کیا، کہا ہم سے لیث نے بیان کیا، کہا کہ مجھ سے سعید بن ابی سعید نے بیان کیا، انہوں نے ابوہریرہ رضی اللہ عنہ سے سنا، آپ نے بیان کیا کہ نبی کریم صلی اللہ علیہ وسلم نے سواروں کا ایک لشکر نجد کی طرف بھیجا جو بنو حنیفہ کے ایک شخص ثمامہ بن اثال کو پکڑ لائے۔ اور مسجد کے ایک ستون سے اس کو باندھ دیا۔
chapter||(The creditor's) pursuit (after his debtors)
hadith|2424|ہم سے یحییٰ بن بکیر نے بیان کیا، انہوں نے کہا کہ ہم سے لیث نے بیان کیا، انہوں نے کہا کہ مجھ سے جعفر بن ربیعہ نے بیان کیا، اور یحییٰ بن بکیر کے علاوہ نے بیان کیا کہ مجھ سے لیث نے بیان کیا، کہا کہ مجھ سے جعفر بن ربیعہ نے بیان کیا، ان سے عبدالرحمٰن بن ہرمز نے، ان سے عبداللہ بن کعب بن مالک انصاری نے، اور ان سے کعب بن مالک رضی اللہ عنہ نے کہ عبداللہ بن ابی حدرد اسلمی رضی اللہ عنہ پر ان کا قرض تھا، ان سے ملاقات ہوئی تو انہوں نے ان کا پیچھا کیا۔ پھر دونوں کی گفتگو تیز ہونے لگی۔ اور آواز بلند ہو گئی۔ اتنے میں رسول اللہ صلی اللہ علیہ وسلم کا ادھر سے گزر ہوا۔ اور آپ صلی اللہ علیہ وسلم نے فرمایا، اے کعب! اور آپ صلی اللہ علیہ وسلم نے اپنے ہاتھ سے اشارہ کر کے گویا یہ فرمایا کہ آدھے قرض کی کمی کر دے۔ چنانچہ انہوں نے آدھا لے لیا اور آدھا قرض معاف کر دیا۔
chapter||Demanding one's debts
hadith|2425|ہم سے اسحاق بن راہویہ نے بیان کیا، کہا کہ ہم سے وہب بن جریر بن حازم نے بیان کیا، انہیں شعبہ نے خبر دی، انہیں اعمش نے، انہیں ابوالضحیٰ نے، انہیں مسروق نے، اور ان سے خباب رضی اللہ عنہ نے بیان کیا کہ میں جاہلیت کے زمانہ میں لوہے کا کام کرتا تھا اور عاص بن وائل ( کافر ) پر میرے کچھ روپے قرض تھے۔ میں اس کے پاس تقاضا کرنے گیا تو اس نے مجھ سے کہا کہ جب تک تو محمد ( صلی اللہ علیہ وسلم ) کا انکار نہیں کرے گا میں تیرا قرض ادا نہیں کروں گا۔ میں نے کہا ہرگز نہیں، اللہ کی قسم! میں محمد صلی اللہ علیہ وسلم کا انکار کبھی نہیں کر سکتا، یہاں تک کہ اللہ تعالیٰ تمہیں مارے اور پھر تم کو اٹھائے۔ وہ کہنے لگا کہ پھر مجھ سے بھی تقاضا نہ کر۔ میں جب مر کے دوبارہ زندہ ہوں گا تو مجھے ( دوسری زندگی میں ) مال اور اولاد دی جائے گی تو تمہارا قرض بھی ادا کر دوں گا۔ اس پر یہ آیت نازل ہوئی «أفرأيت الذي كفر بآياتنا وقال لأوتين مالا وولدا‏» ”تم نے اس شخص کو دیکھا جس نے ہماری آیتوں کا انکار کیا اور کہا کہ مجھے مال اور اولاد ضرور دی جائے گی۔“ آخر آیت تک۔
book||Lost Things Picked up by Someone (Luqatah)
chapter||Owner's proof
hadith|2426|ہم سے آدم نے بیان کیا، کہا ہم سے شعبہ نے بیان کیا (دوسری سند) اور مجھ سے محمد بن بشار نے بیان کیا، ان سے غندر نے، ان سے شعبہ نے، ان سے سلمہ نے کہ میں نے سوید بن غفلہ سے سنا، انہوں نے بیان کیا کہ میں نے ابی بن کعب رضی اللہ عنہ سے ملاقات کی تو انہوں نے کہا کہ میں نے سو دینار کی ایک تھیلی ( کہیں راستے میں پڑی ہوئی ) پائی۔ میں اسے رسول اللہ صلی اللہ علیہ وسلم کی خدمت میں لایا تو آپ صلی اللہ علیہ وسلم نے فرمایا کہ ایک سال تک اس کا اعلان کرتا رہ۔ میں نے ایک سال تک اس کا اعلان کیا، لیکن مجھے کوئی ایسا شخص نہیں ملا جو اسے پہچان سکتا۔ اس لیے میں پھر آپ صلی اللہ علیہ وسلم کی خدمت میں آیا۔ آپ صلی اللہ علیہ وسلم نے فرمایا کہ ایک سال تک اس کا اعلان کرتا رہ۔ میں نے پھر ( سال بھر ) اعلان کیا۔ لیکن ان کا مالک مجھے نہیں ملا۔ تیسری مرتبہ حاضر ہوا، تو آپ صلی اللہ علیہ وسلم نے فرمایا کہ اس تھیلی کی بناوٹ، دینار کی تعداد اور تھیلی کے بندھن کو محفوظ رکھ۔ اگر اس کا مالک آ جائے تو ( علامت پوچھ کے ) اسے واپس کر دینا، ورنہ اپنے خرچ میں اسے استعمال کر لے چنانچہ میں اسے اپنے اخراجات میں لایا۔ ( شعبہ نے بیان کیا کہ ) پھر میں نے سلمہ سے اس کے بعد مکہ میں ملاقات کی تو انہوں کہا کہ مجھے یاد نہیں رسول اللہ صلی اللہ علیہ وسلم نے ( حدیث میں ) تین سال تک ( اعلان کرنے کے لیے فرمایا تھا ) یا صرف ایک سال کے لیے۔
