collection||Sharh Ma'āni Al-Āthār
hadith|504|حَدَّثَنَا يُونُسُ، قَالَ: ثنا سُفْيَانُ، عَنْ مَنْصُورٍ، عَنْ إِبْرَاهِيمَ التَّيْمِيِّ، عَنْ عَمْرِو بْنِ مَيْمُونٍ، عَنْ أَبِي عَبْدِ اللهِ الْجَدَلِيِّ، عَنْ خُزَيْمَةَ بْنِ ثَابِتٍ، عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ أَنَّهُ: «جَعَلَ الْمَسْحَ عَلَى الْخُفَّيْنِ لِلْمُسَافِرِ ثَلَاثَةَ أَيَّامٍ وَلَيَالِيهِنَّ , وَلِلْمُقِيمِ يَوْمًا وَلَيْلَةً» قَالَ: وَلَوْ أَطْنَبَ لَهُ السَّائِلُ فِي مَسْأَلَتِهِ لَزَادَهُ
hadith|505|حَدَّثَنَا رَبِيعٌ الْمُؤَذِّنُ، قَالَ: ثنا يَحْيَى بْنُ حَسَّانَ، قَالَ: ثنا سُفْيَانُ، وَجَرِيرٌ، عَنْ مَنْصُورٍ، فَذَكَرَ بِإِسْنَادِهِ مِثْلَهُ إِلَّا أَنَّهُ قَالَ: «وَلَوِ اسْتَزَدْنَاهُ لَزَادَنَا»
hadith|506|حَدَّثَنَا ابْنُ مَرْزُوقٍ، قَالَ: ثنا بِشْرُ بْنُ عُمَرَ، قَالَ: ثنا شُعْبَةُ، عَنِ الْحَكَمِ، عَنْ إِبْرَاهِيمَ، عَنْ أَبِي عَبْدِ اللهِ الْجَدَلِيِّ، عَنْ خُزَيْمَةَ بْنِ ثَابِتٍ، عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ «أَنَّهُ جَعَلَ الْمَسْحَ عَلَى الْخُفَّيْنِ لِلْمُسَافِرِ ثَلَاثَةً وَلَيَالِيَهُنَّ وَلِلْمُقِيمِ يَوْمًا وَلَيْلَةً» , قَالَ: وَلَوْ أَطْنَبَ لَهُ السَّائِلُ فِي مَسْأَلَتِهِ لَزَادَهُ
hadith|507|حَدَّثَنَا رَبِيعٌ الْمُؤَذِّنُ، قَالَ: ثنا يَحْيَى، قَالَ: ثنا حَمَّادُ بْنُ سَلَمَةَ، عَنْ حَمَّادٍ، عَنْ إِبْرَاهِيمَ، فَذَكَرَ مِثْلَهُ بِإِسْنَادِهِ
hadith|508|حَدَّثَنَا أَبُو بَكْرَةَ، قَالَ: ثنا أَبُو دَاوُدَ الطَّيَالِسِيُّ، قَالَ: ثنا شُعْبَةُ، عَنِ الْحَكَمِ، وَحَمَّادٍ , عَنْ إِبْرَاهِيمَ، فَذَكَرَ بِإِسْنَادِهِ مِثْلَهُ ⦗٨٢⦘
hadith|509|حَدَّثَنَا أَبُو بَكْرَةَ، قَالَ: ثنا أَبُو دَاوُدَ، وَأَبُو عَامِرٍ , قَالَا: ثنا هِشَامٌ، عَنْ حَمَّادٍ، عَنْ إِبْرَاهِيمَ، فَذَكَرَ بِإِسْنَادِهِ مِثْلَهُ
hadith|510|حَدَّثَنَا سُلَيْمَانُ بْنُ شُعَيْبٍ، قَالَ: ثنا الْخَصِيبُ، قَالَ: ثنا هَمَّامٌ، ح
hadith|511|وَحَدَّثَنَا ابْنُ أَبِي دَاوُدَ، قَالَ: ثنا هَدِيَّةٌ، قَالَ: ثنا هَمَّامٌ، عَنْ قَتَادَةَ، عَنْ أَبِي مَعْشَرٍ، عَنْ إِبْرَاهِيمَ، عَنْ أَبِي عَبْدِ اللهِ الْجَدَلِيِّ، عَنْ خُزَيْمَةَ، أَنَّهُ شَهِدَ أَنَّ النَّبِيَّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ قَالَ: ذَلِكَ
hadith|512|حَدَّثَنَا مُحَمَّدُ بْنُ خُزَيْمَةَ، قَالَ: ثنا مُسْلِمٌ، قَالَ: ثنا هِشَامٌ، عَنْ حَمَّادٍ، عَنْ إِبْرَاهِيمَ، عَنْ أَبِي عَبْدِ اللهِ، عَنْ خُزَيْمَةَ، عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ مِثْلَهُ
hadith|513|حَدَّثَنَا ابْنُ خُزَيْمَةَ، قَالَ: ثنا حَجَّاجٌ، قَالَ: ثنا شُعْبَةُ، قَالَ: أنا الْحَكَمُ، وَحَمَّادٌ , عَنْ إِبْرَاهِيمَ، بِإِسْنَادِهِ مِثْلَهُ
hadith|514|حَدَّثَنَا ابْنُ أَبِي دَاوُدَ، قَالَ: ثنا عَبْدُ الرَّحْمَنِ بْنُ الْمُبَارَكِ، قَالَ: ثنا الصَّعْقُ بْنُ حَزَنٍ، قَالَ: ثنا عَلِيُّ بْنُ الْحَكَمِ، عَنِ الْمِنْهَالِ بْنِ عَمْرٍو، وَعَنْ زِرِّ بْنِ حُبَيْشٍ الْأَسَدِيِّ، عَنْ عَبْدِ اللهِ بْنِ مَسْعُودٍ، قَالَ: كُنْتُ جَالِسًا عِنْدَ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ , فَجَاءَ رَجُلٌ مِنْ مُرَادٍ , يُقَالُ لَهُ صَفْوَانُ بْنُ عَسَّالٍ فَقَالَ: يَا رَسُولَ اللهِ , إِنِّي أُسَافِرُ بَيْنَ مَكَّةَ وَالْمَدِينَةِ , فَأَفْتِنِي عَنِ الْمَسْحِ عَلَى الْخُفَّيْنِ فَقَالَ: «ثَلَاثَةُ أَيَّامٍ لِلْمُسَافِرِ , وَيَوْمٌ وَلَيْلَةٌ لِلْمُقِيمِ»
hadith|515|حَدَّثَنَا يُونُسُ قَالَ: ثنا سُفْيَانُ , عَنْ عَاصِمٍ , عَنْ زِرٍّ قَالَ: أَتَيْتُ صَفْوَانَ بْنَ عَسَّالٍ فَقُلْتُ: حَاكَ فِي نَفْسِي أَوْ فِي صَدْرِي الْمَسْحُ عَلَى الْخُفَّيْنِ بَعْدَ الْغَائِطِ وَالْبَوْلِ , فَهَلْ سَمِعْتُ مِنْ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فِي ذَلِكَ شَيْئًا قَالَ: «نَعَمْ كُنَّا إِذَا كُنَّا سَفْرًا أَوْ مُسَافِرِينَ , أُمِرْنَا أَنْ لَا نَنْزِعَ خِفَافَنَا ثَلَاثَةَ أَيَّامٍ وَلَيَالِيهِنَّ إِلَّا مِنْ جَنَابَةٍ , وَلَكِنْ مِنْ غَائِطٍ وَبَوْلٍ»
hadith|516|حَدَّثَنَا ابْنُ مَرْزُوقٍ، قَالَ: ثنا سُلَيْمَانُ بْنُ حَرْبٍ، قَالَ: ثنا حَمَّادُ بْنُ زَيْدٍ، عَنْ عَاصِمٍ، فَذَكَرَ مِثْلَهُ بِإِسْنَادِهِ
hadith|517|حَدَّثَنَا ابْنُ خُزَيْمَةَ، قَالَ: ثنا حَجَّاجٌ، قَالَ: ثنا حَمَّادُ بْنُ سَلَمَةَ، عَنْ عَاصِمِ بْنِ بَهْدَلَةَ، فَذَكَرَ بِإِسْنَادِهِ مِثْلَهُ
hadith|518|حَدَّثَنَا ابْنُ مَرْزُوقٍ، قَالَ: ثنا عَفَّانُ، قَالَ: ثنا عَبْدُ الْوَاحِدِ بْنُ زِيَادٍ، قَالَ: ثنا أَبُو رَوْقٍ عَطِيَّةُ بْنُ الْحَارِثِ , قَالَ: ثنا أَبُو الْغَرِيفِ عُبَيْدِ اللهِ بْنُ خَلِيفَةَ عَنْ " صَفْوَانَ بْنِ عَسَّالٍ، قَالَ: بَعَثَنِي رَسُولُ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فِي سَرِيَّةٍ , فَقَالَ: «لِلْمُسَافِرِ ثَلَاثًا وَلِلْمُقِيمِ يَوْمٌ وَلَيْلَةٌ مَسْحًا عَلَى الْخُفَّيْنِ»
hadith|519|حَدَّثَنَا أَبُو بَكْرَةَ، قَالَ: ثنا إِبْرَاهِيمُ بْنُ أَبِي الْوَزِيرِ، قَالَ: ثنا عَبْدُ الْوَهَّابِ الثَّقَفِيُّ، عَنْ مُهَاجِرٍ، عَنْ عَبْدِ الرَّحْمَنِ بْنِ أَبِي بَكْرَةَ، عَنْ أَبِيهِ، عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ مِثْلَهُ وَزَادَ «إِذَا لَبِسْتَهُمَا عَلَى طَهَارَةٍ»
hadith|520|حَدَّثَنَا صَالِحُ بْنُ عَبْدِ الرَّحْمَنِ، قَالَ: ثنا سَعِيدُ بْنُ مَنْصُورٍ، قَالَ: أنا هُشَيْمٌ، قَالَ: أنا دَاوُدُ بْنُ عَمْرٍو الْحَضْرَمِيُّ، عَنْ بِشْرِ بْنِ عُبَيْدِ اللهِ الْحَضْرَمِيِّ، عَنْ أَبِي إِدْرِيسَ الْخَوْلَانِيِّ، قَالَ: ثنا عَوْفُ بْنُ مَالِكٍ الْأَشْجَعِيُّ، عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ مِثْلَهُ فِي التَّوْقِيتِ خَاصَّةً وَزَادَ «أَنَّهُ جَعَلَ ذَلِكَ فِي غَزْوَةِ تَبُوكَ» ⦗٨٣⦘
hadith|521|حَدَّثَنَا رَبِيعٌ الْمُؤَذِّنُ قَالَ: ثنا يَحْيَى بْنُ حَسَّانَ , قَالَ: ثنا هُشَيْمٌ عَنْ دَاوُدَ , فَذَكَرَ بِإِسْنَادِهِ مِثْلَهُ
hadith|522|حَدَّثَنَا ابْنُ مَرْزُوقٍ قَالَ: ثنا مَكِّيُّ بْنُ إِبْرَاهِيمَ قَالَ: ثنا دَاوُدُ بْنُ يَزِيدَ , عَنْ عَامِرٍ , عَنْ عُرْوَةَ بْنِ الْمُغِيرَةِ أَنَّهُ سَمِعَ أَبَاهُ يَقُولُ: «كُنَّا مَعَ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ , فَذَهَبَ لِحَاجَتِهِ , فَأَتَيْتُهُ بِمَاءٍ وَعَلَيْهِ جُبَّةٌ شَامِيَّةٌ , فَتَوَضَّأَ وَمَسَحَ عَلَى الْخُفَّيْنِ , فَكَانَتْ سُنَّةً لِلْمُسَافِرِ ثَلَاثَةُ أَيَّامٍ وَلَيَالِيهِنَّ , وَلِلْمُقِيمِ يَوْمٌ وَلَيْلَةٌ»
hadith|523|حَدَّثَنَا فَهْدٌ، قَالَ: ثنا أَحْمَدُ بْنُ يُونُسَ، قَالَ: ثنا ابْنُ شِهَابٍ، عَنِ الْحَجَّاجِ بْنِ أَرْطَاةَ، عَنْ أَبِي إِسْحَاقَ، عَنْ عَلِيِّ بْنِ رَبِيعَةَ، عَنْ عَلِيِّ بْنِ أَبِي طَالِبٍ، رَضِيَ اللهُ عَنْهُ , عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فِي: «الْمَسْحِ عَلَى الْخُفَّيْنِ لِلْمُقِيمِ يَوْمٌ وَلَيْلَةٌ , وَلِلْمُسَافِرِ ثَلَاثَةُ أَيَّامٍ وَلَيَالِيهِنَّ» فَهَذِهِ الْآثَارُ قَدْ تَوَاتَرَتْ عَنْ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ بِالتَّوْقِيتِ فِي الْمَسْحِ عَلَى الْخُفَّيْنِ لِلْمُسَافِرِ ثَلَاثَةُ أَيَّامٍ وَلَيَالِيهَا وَلِلْمُقِيمِ يَوْمٌ وَلَيْلَةٌ. فَلَيْسَ يَنْبَغِي لِأَحَدٍ أَنْ يَتْرُكَ مِثْلَ هَذِهِ الْآثَارِ الْمُتَوَاتِرَةِ إِلَى مِثْلِ حَدِيثِ أُبَيِّ بْنِ عِمَارَةَ. وَأَمَّا مَا احْتَجُّوا بِهِ مِمَّا رَوَاهُ عُقْبَةُ عَنْ عُمَرَ رَضِيَ اللهُ عَنْهُ , فَإِنَّهُ قَدْ تَوَاتَرَتِ الْآثَارُ أَيْضًا عَنْ عُمَرَ بِخِلَافِ ذَلِكَ
hadith|524|حَدَّثَنَا رَبِيعٌ الْمُؤَذِّنُ، قَالَ: ثنا يَحْيَى بْنُ حَسَّانَ، قَالَ: ثنا أَبُو الْأَحْوَصِ، عَنْ عِمْرَانَ بْنِ مُسْلِمٍ، عَنْ سُوَيْدِ بْنِ غَفَلَةَ، قَالَ: قُلْنَا لِبَنَانَةَ الْجُعْفِيِّ وَكَانَ أَجْرَأَنَا عَلَى عُمَرَ: سَلْهُ عَنِ الْمَسْحِ عَلَى الْخُفَّيْنِ فَسَأَلَهُ فَقَالَ: «لِلْمُسَافِرِ ثَلَاثَةُ أَيَّامٍ وَلَيَالِيهِنَّ وَلِلْمُقِيمِ يَوْمٌ وَلَيْلَةٌ»
hadith|525|حَدَّثَنَا أَبُو بَكْرَةَ، قَالَ: ثنا مُؤَمَّلٌ، قَالَ: ثنا سُفْيَانُ الثَّوْرِيُّ، قَالَ: ثنا عِمْرَانُ بْنُ مُسْلِمٍ، عَنْ سُوَيْدِ بْنِ غَفَلَةَ، أَنَّ بَنَانَةَ، سَأَلَ عُمَرَ رَضِيَ اللهُ عَنْهُ عَنْ ذَلِكَ، فَقَالَ: «امْسَحْ عَلَيْهِمَا يَوْمًا وَلَيْلَةً»
hadith|526|حَدَّثَنَا صَالِحٌ، قَالَ: ثنا سَعِيدٌ، قَالَ: ثنا هُشَيْمٌ، قَالَ: أنا مَالِكُ بْنُ مِغْوَلٍ، عَنْ عِمْرَانَ بْنِ مُسْلِمٍ، عَنْ سُوَيْدِ بْنِ غَفَلَةَ، قَالَ: أَتَيْنَا عُمَرَ رَضِيَ اللهُ عَنْهُ فَسَأَلَهُ بَنَانَةُ عَنِ الْمَسْحِ عَلَى الْخُفَّيْنِ فَقَالَ عُمَرُ رَضِيَ اللهُ عَنْهُ: «لِلْمُسَافِرِ ثَلَاثَةُ أَيَّامٍ وَلَيَالِيهِنَّ , وَلِلْمُقِيمِ يَوْمٌ وَلَيْلَةٌ»
hadith|527|حَدَّثَنَا أَبُو بَكْرَةَ، قَالَ: ثنا أَبُو دَاوُدَ، قَالَ: ثنا شُعْبَةُ، عَنْ حَمَّادٍ، عَنْ إِبْرَاهِيمَ، عَنِ الْأَسْوَدِ، عَنْ بَنَانَةَ، عَنْ عُمَرَ، رَضِيَ اللهُ عَنْهُ مِثْلَهُ حَدَّثَنَا أَبُو بَكْرَةَ، قَالَ: ثنا أَبُو دَاوُدَ، قَالَ: ثنا شُعْبَةُ، عَنْ حَمَّادٍ، عَنْ إِبْرَاهِيمَ، عَنِ الْأَسْوَدِ، عَنْ بَنَانَةَ، عَنْ عُمَرَ، رَضِيَ اللهُ عَنْهُ مِثْلَهُ
hadith|529|حَدَّثَنَا أَبُو بَكْرَةَ، قَالَ: ثنا أَبُو عَامِرٍ، رَضِيَ اللهُ عَنْهُ قَالَ: ثنا هِشَامٌ، عَنْ حَمَّادٍ، فَذَكَرَ بِإِسْنَادِهِ مِثْلَهُ
hadith|530|حَدَّثَنَا ابْنُ خُزَيْمَةَ، قَالَ: ثنا مُسْلِمٌ، قَالَ: ثنا هِشَامٌ، قَالَ: ثنا حَمَّادٌ، عَنْ إِبْرَاهِيمَ، عَنِ الْأَسْوَدِ، عَنْ عُمَرَ، رَضِيَ اللهُ عَنْهُ مِثْلَهُ
hadith|531|حَدَّثَنَا فَهْدٌ، قَالَ: ثنا مُحَمَّدُ بْنُ سَعِيدٍ الْأَصْبَهَانِيُّ، قَالَ: أنا حَفْصٌ، عَنْ عَاصِمٍ، عَنْ أَبِي عُثْمَانَ، أَنَّ عُمَرَ، رَضِيَ اللهُ عَنْهُ قَالَ: «مَنْ أَدْخَلَ قَدَمَيْهِ وَهُمَا طَاهِرَتَانِ فَلْيَمْسَحْ عَلَيْهِمَا إِلَى مِثْلِ سَاعَتِهِ مِنْ يَوْمِهِ وَلَيْلَتِهِ»
hadith|532|حَدَّثَنَا ابْنُ خُزَيْمَةَ، قَالَ: ثنا حَجَّاجٌ، قَالَ: ثنا أَبُو عَوَانَةَ، عَنْ يَزِيدَ بْنِ أَبِي زِيَادٍ، عَنْ زَيْدِ بْنِ وَهْبٍ، قَالَ: كَتَبَ إِلَيْنَا عُمَرُ فِي الْمَسْحِ عَلَى الْخُفَّيْنِ: «لِلْمُسَافِرِ ثَلَاثَةُ أَيَّامٍ وَلَيَالِيهِنَّ وَلِلْمُقِيمِ يَوْمٌ وَلَيْلَةٌ» فَهَذَا عُمَرُ قَدْ جَاءَ عَنْهُ فِي هَذَا , مَا يُوَافِقُ مَا رَوَيْنَا , عَنْ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فِي التَّوْقِيتِ لِلْمُسَافِرِ وَلِلْمُقِيمِ وَقَدْ يَحْتَمِلُ حَدِيثُ عُقْبَةَ أَيْضًا أَنْ يَكُونَ ذَلِكَ الْكَلَامُ , كَانَ مِنْ عُمَرَ , لِأَنَّهُ عَلِمَ أَنَّ طَرِيقَ عُقْبَةَ , الَّذِي جَاءَ مِنْهُ طَرِيقٌ لَا مَاءَ فِيهِ. فَكَانَ حُكْمُهُ أَنْ يَتَيَمَّمَ فَسَأَلَهُ: مَتَى عَهْدُكَ بِخَلْعِ خُفَّيْكَ , إِذَا كَانَ حُكْمُكَ هُوَ التَّيَمُّمُ , فَأَخْبَرَهُ بِمَا أَخْبَرَهُ. وَهَذَا الْوَجْهُ أَوْلَى مَا حُمِلَ عَلَيْهِ هَذَا الْحَدِيثُ لِيُوَافِقَ مَا رُوِيَ عَنْ عُمَرَ رَضِيَ اللهُ عَنْهُ سِوَاهُ وَلَا يُضَادُّهُ. وَقَدْ رُوِيَ عَنْ غَيْرِ عُمَرَ رَضِيَ اللهُ عَنْهُ مِنْ أَصْحَابِ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ مَا يُوَافِقُ مَا رَوَيْنَا فِي التَّوْقِيتِ
hadith|533|حَدَّثَنَا فَهْدٌ، قَالَ: ثنا أَبُو غَسَّانَ، قَالَ: ثنا زُهَيْرٌ، قَالَ: ثنا أَبُو إِسْحَاقَ، عَنِ الْقَاسِمِ بْنِ مُخَيْمِرَةَ، عَنْ شُرَيْحِ بْنِ هَانِئٍ، قَالَ: " أَتَيْتُ عَائِشَةَ رَضِيَ اللهُ عَنْهَا فَسَأَلْتُهَا عَنِ الْمَسْحِ عَلَى الْخُفَّيْنِ فَقَالَتْ: ايتِ عَلِيًّا رَضِيَ اللهُ عَنْهُ فَإِنَّهُ أَعْلَمُهُمْ بِوُضُوءِ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ كَانَ يُسَافِرُ مَعَهُ فَأَتَيْتُهُ فَسَأَلْتُهُ , فَقَالَ: «يَوْمٌ وَلَيْلَةٌ لِلْمُقِيمِ , وَثَلَاثَةُ أَيَّامٍ وَلَيَالِيهِنَّ لِلْمُسَافِرِ»
